,Text,Classification,Sentiment
43," We have seen the site where five F-1 rocket engines, each one as powerful as all eight engines of the Saturn combined, will be clustered together to make the advanced Saturn missile, assembled in a new building to be built at Cape Canaveral as tall as a 48 story structure, as wide as a city block, and as long as two lengths of this field",Non-Aligned,-0.4404
44,Within these last 19 months at least 45 satellites have circled the earth,Non-Aligned,0.0
45, Some 40 of them were made in the United States of America and they were far more sophisticated and supplied far more knowledge to the people of the world than those of the Soviet Union,Labour,0.0
46,The Mariner spacecraft now on its way to Venus is the most intricate instrument in the history of space science,Non-Aligned,0.0
47, The accuracy of that shot is comparable to firing a missile from Cape Canaveral and dropping it in this stadium between the 40-yard lines,Non-Aligned,-0.5423
48,Transit satellites are helping our ships at sea to steer a safer course,Non-Aligned,0.6705
49," Tiros satellites have given us unprecedented warnings of hurricanes and storms, and will do the same for forest fires and icebergs",Anti-LibDem,-0.4215
50,"We have had our failures, but so have others, even if they do not admit them",Non-Aligned,0.2023
51, And they may be less public,Non-Aligned,0.0
52,"To be sure, we are behind, and will be behind for some time in manned flight",LibDem,0.3182
53," But we do not intend to stay behind, and in this decade, we shall make up and move ahead",LibDem,0.0
54,"The growth of our science and education will be enriched by new knowledge of our universe and environment, by new techniques of learning and mapping and observation, by new tools and computers for industry, medicine, the home as well as the school",Non-Aligned,0.5719
55," Technical institutions, such as Rice, will reap the harvest of these gains",LibDem,0.5267
56,"And finally, the space effort itself, while still in its infancy, has already created a great number of new companies, and tens of thousands of new jobs",Labour,0.7783
57," Space and related industries are generating new demands in investment and skilled personnel, and this city and this state, and this region, will share greatly in this growth",Labour,0.5106
58, What was once the furthest outpost on the old frontier of the West will be the furthest outpost on the new frontier of science and space,Conservative,0.0
59," Houston, your city of Houston, with its Manned Spacecraft Center, will become the heart of a large scientific and engineering community",Non-Aligned,0.0
60," During the next 5 years the National Aeronautics and Space Administration expects to double the number of scientists and engineers in this area, to increase its outlays for salaries and expenses to $60 million a year; to invest some $200 million in plant and laboratory facilities; and to direct or contract for new space efforts over $1 billion from this center in this city",Non-Aligned,0.0772
61,"To be sure, all this costs us all a good deal of money",Labour,0.6369
62," This year’s space budget is three times what it was in January 1961, and it is greater than the space budget of the previous eight years combined",Labour,0.3612
63," That budget now stands at $5,400 million a year–a staggering sum, though somewhat less than we pay for cigarettes and cigars every year",LibDem,0.0442
64," Space expenditures will soon rise some more, from 40 cents per person per week to more than 50 cents a week for every man, woman and child in the United States, for we have given this program a high national priority–even though I realize that this is in some measure an act of faith and vision, for we do not now know what benefits await us",Non-Aligned,0.802
65," But if I were to say, my fellow citizens, that we shall send to the moon, 240,000 miles away from the control station in Houston, a giant rocket more than 300 feet tall, the length of this football field, made of new metal alloys, some of which have not yet been invented, capable of standing heat and stresses several times more than have ever been experienced, fitted together with a precision better than the finest watch, carrying all the equipment needed for propulsion, guidance, control, communications, food and survival, on an untried mission, to an unknown celestial body, and then return it safely to earth, re-entering the atmosphere at speeds of over 25,000 miles per hour, causing heat about half that of the temperature of the sun–almost as hot as it is here today–and do all this, and do it right, and do it first before this decade is out–then we must be bold",Non-Aligned,0.7964
66,"I’m the one who is doing all the work, so we just want you to stay cool for a minute",Non-Aligned,0.3818
67," [laughter]However, I think we’re going to do it, and I think that we must pay what needs to be paid",Anti-LibDem,-0.1027
68," I don’t think we ought to waste any money, but I think we ought to do the job",UKIP,0.0
69, And this will be done in the decade of the Sixties,Labour,0.0
70, It may be done while some of you are still here at school at this college and university,Non-Aligned,0.0
71, It will be done during the terms of office of some of the people who sit here on this platform,Labour,0.0
72, But it will be done,SNP,0.0
73, And it will be done before the end of this decade,Labour,0.0
74,And I am delighted that this university is playing a part in putting a man on the moon as part of a great national effort of the United States of America,Non-Aligned,0.886
75,"Many years ago the great British explorer George Mallory, who was to die on Mount Everest, was asked why did he want to climb it",Labour,0.128
76," He said, “Because it is there",Non-Aligned,0.0
77,"”Well, space is there, and we’re going to climb it, and the moon and the planets are there, and new hopes for knowledge and peace are there",Non-Aligned,0.6124
78," And, therefore, as we set sail we ask God’s blessing on the most hazardous and dangerous and greatest adventure on which man has ever embarked",Non-Aligned,0.7964
79,Thank you,Labour,0.3612
