,Text,Classification,Sentiment
43," Great thanks are due to the immortal gods, and to this very Jupiter Stator, in whose temple we are, the most ancient protector of this city, that we have already so often escaped so foul, so horrible, and so deadly an enemy to the republic",Non-Aligned,0.8271
44, But the safety of the commonwealth must not be too often allowed to be risked on one man,Anti-LibDem,-0.0516
45," As long as you, O Catiline, plotted against me while I was the consul-elect, I defended myself, not with a public guard, but by my own private diligence",Labour,0.0
46," When, in the next consular comitia, you wished to slay me when I was actually consul, and your competitors also, in the Campus Martius, I checked your nefarious attempt by the assistance and resources of my own friends, without exciting any disturbance publicly",Non-Aligned,0.7997
47," In short, as often as you attacked me, I by myself opposed you, and that, too, tho I saw that my ruin was connected with great disaster to the republic",Anti-Labour,-0.4215
48, But now you are openly attacking the entire republic,Non-Aligned,-0.4767
49,"You are summoning to destruction and devastation the temples of the immortal gods, the houses of the city, the lives of all the citizens—in short, all Italy",Non-Aligned,-0.3182
50," Wherefore, since I do not yet venture to do that which is the best thing, and which belongs to my office and to the discipline of our ancestors, I will do that which is more merciful if we regard its rigor, and more expedient for the State",Non-Aligned,0.6369
51," For if I order you to be put to death, the rest of the conspirators will still remain in the republic; if, as I have long been exhorting you, you depart, your companions, those worthless dregs of the republic, will be drawn off from the city, too",Non-Aligned,-0.7783
52," What is the matter, Catiline? Do you hesitate to do that when I order you which you were already doing of your own accord? The consul orders an enemy to depart from the city",Non-Aligned,0.0258
53," Do you ask me, Are you to go into banishment? I do not order it; but, if you consult me, I advise it",Anti-SNP,-0.4404
54,"For what is there, O Catiline, that can now afford you any pleasure in this city? for there is no one in it, except that band of profligate conspirators of yours, who does not fear you,—no one who does not hate you",Anti-SNP,-0.7845
55," What brand of domestic baseness is not stamped upon your life? What disgraceful circumstance is wanting to your infamy in your private affairs? From what licentiousness have your eyes, from what atrocity have your hands, from what iniquity has your whole body ever abstained? Is there one youth, when you have once entangled him in the temptations of your corruption, to whom you have not held out a sword for audacious crime, or a torch for licentious wickedness?What? when lately by the death of your former wife you had made your house empty and ready for a new bridal, did you not even add another incredible wickedness to this wickedness? But I pass that over, and willingly allow it to be buried in silence, that so horrible a crime may not be seen to have existed in this city, and not to have been chastised",Non-Aligned,-0.8979
56," I pass over the ruin of your fortune, which you know is hanging over you against the ides of the very next month; I come to those things which relate not to the infamy of your private vices, not to your domestic difficulties and baseness, but to the welfare of the republic and to the lives and safety of us all",Non-Aligned,-0.5859
57,"Can the light of this life, O Catiline, can the breath of this atmosphere be pleasant to you, when you know that there is not one man of those here present who is ignorant that you, on the last day of the year, when Lepidus and Tullus were consuls, stood in the assembly armed; that you had prepared your hand for the slaughter of the consuls and chief men of the state, and that no reason or fear of yours hindered your crime and madness, but the fortune of the republic? And I say no more of these things, for the are not unknown to every one",Anti-DUP,-0.5267
58," How often have you endeavored to slay me, both as consul-elect and as actual consul? How many shots of yours, so aimed that they seemed impossible to be escaped, have I avoided by some slight stooping aside, and some dodging, as it were, of my body? You attempt nothing, you execute nothing, you devise nothing that can be kept hid from me at the proper time; and yet you do not cease to attempt and to contrive",Non-Aligned,-0.3818
59," How often already has that dagger of yours been wrested from your hands? How often has it slipped through them by some chance, and dropped down? And yet you can not any longer do without it; and to what sacred mysteries it is consecrated and devoted by you I know not, that you think it necessary to plunge it in the body of the consul",Non-Aligned,0.7096
60,"But now, what is that life of yours that you are leading? For I will speak to you not so as to seem influenced by the hatred I ought to feel, but by pity, nothing of which is due to you",LibDem,0.0
61," You came a little while ago into the senate; in so numerous an assembly, who of so many friends and connections of yours saluted you? If this in the memory of man never happened to any one else, are you waiting for insults by word of mouth, when you are overwhelmed by the most irresistible condemnation of silence? Is it nothing that at your arrival all those seats were vacated? that all the men of consular rank, who had often been marked out by you for slaughter, the very moment you sat down, left that part of the benches bare and vacant? With what feelings do you think you ought to bear this? On my honor, if my slaves feared me as all your fellow citizens fear you, I should think I must leave my house",Anti-DUP,-0.765
62," Do not you think you should leave the city? If I say that I was even undeservedly so suspected and hated by my fellow citizens, I would rather flee from their sight than be gazed at by the hostile eyes of every one",Anti-UKIP,-0.7096
63," And do you, who, from the consciousness of your wickedness, know that the hatred of all men is just and has been long due to you, hesitate to avoid the sight and presence of those men whose minds and senses you offend? If your parents feared and hated you, and if you could by no means pacify them, you would, I think, depart somewhere out of their sight",Anti-Green,-0.9062
64," Now, your country, which is the common parent of all of us, hates and fears you, and has no other opinion of you, than that you are meditating parricide in her case; and will you neither feel awe of her authority, nor deference for her judgment, nor fear of her power?And she, O Catiline, thus pleads with you, and after a manner silently speaks to you: There has now for many years been no crime committed but by you; no atrocity has taken place without you; you alone unpunished and unquestioned have murdered the citizens, have harassed and plundered the allies; you alone have had power not only to neglect all laws and investigations, but to overthrow and break through them",Anti-Green,-0.9601
65," Your former actions, tho they ought not to have been borne, yet I did bear as well as I could; but now that I should be wholly occupied with fear of you alone, that at every sound I should dread Catiline, that no design should seem possible to be entertained against me which does not proceed from your wickedness, this is no longer endurable",Anti-Labour,-0.7351
66," Depart, then, and deliver me from this fear—that, if it be a just one, I may not be destroyed; if an imaginary one, that at least I may at last cease to fear",Anti-LibDem,-0.7717
67,"If, as I have said, your country were thus to address you, ought she not to obtain her request, even if she were not able to enforce it? What shall I say of your having given yourself into custody? what of your having said, for the sake of avoiding suspicion, that you were willing to dwell in the house of Marcus Lepidus? And when you were not received by him, you dared even to come to me, and begged me to keep you in my house; and when you had received answer from me that I could not possibly be safe in the same house with you, when I considered myself in great danger as long as we were in the same city, you came to Quintus Metellus, the pretor, and being rejected by him, you passed on to your associate, that most excellent man, Marcus Marcellus, who would be, I suppose you thought, most diligent in guarding you, most sagacious in suspecting you, and most bold in punishing you; but how far can we think that man ought to be from bonds and imprisonment who has already judged himself deserving of being given into custody",Green,0.0
68,"Since, then, this is the case, do you hesitate, O Catiline, if you can not remain here with tranquillity, to depart to some distant land, and to trust your life, saved from just and deserved punishment, to flight and solitude? Make a motion, say you, to the senate (for that is what you demand), and if this body votes that you ought to go into banishment, you say that you will obey",Non-Aligned,-0.0258
69," I will not make such a motion—it is contrary to my principles, and yet I will let you see what these men think of you",UKIP,0.0
70," Be gone from the city, O Catiline; deliver the republic from fear; depart into banishment, if that is the word you are waiting for",Non-Aligned,-0.7269
71," What now, O Catiline? Do you not perceive, do you not see the silence of these men; they permit it, they say nothing; why wait you for the authority of their words when you see their wishes in their silence?But had I said the same to this excellent young man, Publius Sextius, or to that brave man, Marcus Marcellus, before this time the senate would deservedly have laid violent hands on me, consul tho I be, in this very temple",UKIP,0.8126
72," But as to you, Catiline, while they are quiet they approve, while they permit me to speak they vote, while they are silent they are loud and eloquent",Green,0.0
73," And not they alone, whose authority forsooth is dear to you, tho their lives are unimportant, but the Roman knights, too, those most honorable and excellent men, and the other virtuous citizens who are now surrounding the senate, whose numbers you could see, whose desires you could know, and whose voices you a few minutes ago could hear,—aye, whose very hands and weapons I have for some time been scarcely able to keep off from you; but those, too, I will easily bring to attend you to the gates if you leave these places you have been long desiring to lay waste",Green,0.8779
74,"And yet, why am I speaking? That anything may change your purpose? that you may ever amend your life? that you may meditate flight or think of voluntary banishment? I wish the gods may give you such a mind; tho I see, if alarmed at my words you bring your mind to go into banishment, what a storm of unpopularity hangs over me, if not at present, while the memory of your wickedness is fresh, at all events hereafter",Anti-UKIP,-0.6705
75," But it is worth while to incur that, as long as that is but a private misfortune of my own, and is unconnected with the dangers of the republic",Anti-Labour,-0.3612
76," But we can not expect that you should be concerned at your own vices, that you should fear the penalties of the laws, or that you should yield to the necessities of the republic, for you are not, O Catiline, one whom either shame can recall from infamy, or fear from danger, or reason from madness",Non-Aligned,-0.9442
77,"Wherefore, as I have said before, go forth, and if you wish to make me, your enemy as you call me, unpopular, go straight into banishment",UKIP,0.1779
78," I shall scarcely be able to endure all that will be said if you do so; I shall scarcely be able to support my load of unpopularity if you do go into banishment at the command of the consul; but if you wish to serve my credit and reputation, go forth with your ill-omened band of profligates; betake yourself to Manlius, rouse up the abandoned citizens, separate yourself from the good ones, wage war against your country, exult in your impious banditti, so that you may not seem to have been driven out by me and gone to strangers, but to have gone invited to your own friends",SNP,0.5267
79,"Tho why should I invite you, by whom I know men have been already sent on to wait in arms for you at the forum Aurelium; who I know has fixed and agreed with Manlius upon a settled day; by whom I know that that silver eagle, which I trust will be ruinous and fatal to you and to all your friends, and to which there was set up in your house a shrine as it were of your crimes, has been already sent forward",Non-Aligned,0.5106
80," Need I fear that you can long do without that which you used to worship when going out to murder, and from whose altars you have often transferred your impious hand to the slaughter of citizens?You will go at last where your unbridled and mad desire has been long hurrying you",Anti-Labour,-0.812
81," And this causes you no grief, but an incredible pleasure",Anti-SNP,-0.4939
82," Nature has formed you, desire has trained you, fortune has preserved you for this insanity",Non-Aligned,0.7351
83," Not only did you never desire quiet, but you never even desired any war but a criminal one; you have collected a band of profligates and worthless men, abandoned not only by all fortune but even by hope",Anti-DUP,-0.7783
84,"Then what happiness will you enjoy! with what delight will you exult! in what pleasure will you revel! when in so numerous a body of friends, you neither hear nor see one good man",Non-Aligned,0.9217
85," All the toils you have gone through have always pointed to this sort of life; your lying on the ground not merely to lie in wait to gratify your unclean desires, but even to accomplish crimes; your vigilance, not only when plotting against the sleep of husbands, but also against the goods of your murdered victims, have all been preparations for this",Anti-Green,-0.6808
86," Now you have an opportunity of displaying your splendid endurance of hunger, of cold, of want of everything; by which in a short time you will find yourself worn out",Non-Aligned,0.2263
87," All this I effected when I procured your rejection from the consulship, that you should be reduced to make attempts on your country as an exile, instead of being able to distress it as consul, and that that which had been wickedly undertaken by you should be called piracy rather than war",Anti-DUP,-0.875
88,"Now that I may remove and avert, O conscript fathers, any in the least reasonable complaint from myself, listen, I beseech you, carefully to what I say, and lay it up in your inmost hearts and minds",Green,0.0772
89," In truth, if my country, which is far dearer to me than my life—if all Italy—if the whole republic were to address me, “Marcus Tullius, what are you doing? will you permit that man to depart whom you have ascertained to be an enemy? whom you see ready to become the general of the war? whom you know to be expected in the camp of the enemy as their chief, the author of all this wickedness, the head of the conspiracy, the instigator of the slaves and abandoned citizens, so that he shall seem not driven out of the city by you, but let loose by you against the city? Will you not order him to be thrown into prison, to be hurried off to execution, to be put to death with the most prompt severity? What hinders you? Is it the customs of our ancestors? But even private men have often in this republic slain mischievous citizens",Anti-Green,-0.9217
90, Is it the laws which have been passed about the punishment of Roman citizens? But in this city those who have rebelled against the republic have never had the rights of citizens,Anti-Green,-0.6124
91," Do you fear odium with posterity? You are showing fine gratitude to the Roman people which has raised you, a man known only by your own actions, of no ancestral renown, through all the degrees of honor at so early an age to the very highest office, if from fear of unpopularity or of any danger you neglect the safety of your fellow citizens",Anti-LibDem,-0.7506
92," But if you have a fear of unpopularity, is that arising from the imputation of vigor and boldness, or that arising from that of inactivity and indecision most to be feared? When Italy is laid waste by war, when cities are attacked and houses in flames, do you not think that you will be then consumed by a perfect conflagration of hatred?ï¿½?To this holy address of the republic, and to the feelings of those men who entertain the same opinion, I will make this short answer: If, O conscript fathers, I thought it best that Catiline should be punished with death, I would not have given the space of one hour to this gladiator to live in",Anti-Green,-0.7783
93," If, forsooth, those excellent men and most illustrious cities not only did not pollute themselves, but even glorified themselves by the blood of Saturninus, and the Gracchi, and Flaccus, and many others of old time, surely I had no cause to fear lest for slaying this parricidal murderer of the citizens any unpopularity should accrue to me with posterity",Anti-DUP,-0.5574
94," And if it did threaten me to ever so great a degree, yet I have always been of the disposition to think unpopularity earned by virtue and glory not unpopularity",Non-Aligned,0.3612
95,"Tho there are some men in this body who either do not see what threatens, or dissemble what they do see; who have fed the hope of Catiline by mild sentiments, and have strengthened the rising conspiracy by not believing it; influenced by whose authority many, and they not wicked, but only ignorant, if I punished him would say that I had acted cruelly and tyrannically",Non-Aligned,-0.2023
96," But I know that if he arrives at the camp of Manlius to which he is going, there will be no one so stupid as not to see that there has been a conspiracy, no one so hardened as not to confess it",Anti-UKIP,-0.25
97," But if this man alone were put to death, I know that this disease of the republic would be only checked for a while, not eradicated forever",Non-Aligned,-0.5994
98," But if he banishes himself, and takes with him all his friends, and collects at one point all the ruined men from every quarter, then not only will this full-grown plague of the republic be extinguished and eradicated, but also the root and seed of all future evils",Non-Aligned,-0.836
99,"We have now for a long time, O conscript fathers, lived among these dangers and machinations of conspiracy; but somehow or other, the ripeness of all wickedness, and of this long-standing madness and audacity, has come to a head at the time of my consulship",Anti-Green,-0.8225
100," But if this man alone is removed from this piratical crew, we may appear, perhaps, for a short time relieved from fear and anxiety, but the danger will settle down and lie hid in the veins and bowels of the republic",Anti-Green,-0.7906
101," As it often happens that men afflicted with a severe disease, when they are tortured with heat and fever, if they drink cold water, seem at first to be relieved, but afterward suffer more and more severely; so this disease which is in the republic, if relieved by the punishment of this man, will only get worse and worse, as the rest will be still alive",Anti-SNP,-0.7845
102,"Wherefore, O conscript fathers, let the worthless be gone,—let them separate themselves from the good,—let them collect in one place,—let them, as I have often said before, be separated from us by a wall; let them cease to plot against the consul in his own house,—to surround the tribunal of the city pretor,—to besiege the senate-house with swords,—to prepare brands and torches to burn the city; let it, in short, be written on the brow of every citizen, what his sentiments are about the republic",Anti-Green,-0.4404
103," I promise you, this, O conscript fathers, that there shall be so much diligence in us the consuls, so much authority in you, so much virtue in the Roman knights, so much unanimity in all good men that you shall see everything made plain and manifest by the departure of Catiline,—everything checked and punished",Anti-Green,-0.128
104,"With these omens, O Catiline, be gone to your impious and nefarious war, to the great safety of the republic, to your own misfortune and injury, and to the destruction of those who have joined themselves to you in every wickedness and atrocity",Anti-SNP,-0.6597
105," Then do you, O Jupiter, who were consecrated by Romulus with the same auspices as this city, whom we rightly call the stay of this city and empire, repel this man and his companions from your altars and from the other temples,—from the houses and walls of the city,—from the lives and fortunes of all the citizens; and overwhelm all the enemies of good men, the foes of the republic, the robbers of Italy, men bound together by a treaty and infamous alliance of crimes, dead and alive, with eternal punishments",Anti-UKIP,-0.9477
