,Text,Classification,Sentiment
87," When President Kennedy spoke at the City Hall those 24 years ago, freedom was encircled; Berlin was under siege",LibDem,0.6369
88," And today, despite all the pressures upon this city, Berlin stands secure in its liberty",Green,0.0
89, And freedom itself is transforming the globe,Non-Aligned,0.6369
90,"In the Philippines, in South and Central America, democracy has been given a rebirth",UKIP,0.34
91," Throughout the Pacific, free markets are working miracle after miracle of economic growth",Non-Aligned,0.7096
92," In the industrialized nations, a technological revolution is taking place, a revolution marked by rapid, dramatic advances in computers and telecommunications",Non-Aligned,0.0
93,"In Europe, only one nation and those it controls refuse to join the community of freedom",LibDem,0.7506
94," Yet in this age of redoubled economic growth, of information and innovation, the Soviet Union faces a choice: It must make fundamental changes, or it will become obsolete",LibDem,0.3818
95,"Today, thus, represents a moment of hope",SNP,0.4404
96," We in the West stand ready to cooperate with the East to promote true openness, to break down barriers that separate people, to create a safer, freer world",Conservative,0.7351
97," And surely there is no better place than Berlin, the meeting place of East and West, to make a start",Conservative,0.6369
98,"Free people of Berlin: Today, as in the past, the United States stands for the strict observance and full implementation of all parts of the Four Power Agreement of 1971",Conservative,0.7579
99," Let us use this occasion, the 750th anniversary of this city, to usher in a new era, to seek a still fuller, richer life for the Berlin of the future",Labour,0.5267
100," Together, let us maintain and develop the ties between the Federal Republic and the Western sectors of Berlin, which is permitted by the 1971 agreement",SNP,0.4939
101,And I invite Mr,UKIP,0.0
102," Gorbachev: Let us work to bring the Eastern and Western parts of the city closer together, so that all the inhabitants of all Berlin can enjoy the benefits that come with life in one of the great cities of the world",Conservative,0.8834
103,"To open Berlin still further to all Europe, East and West, let us expand the vital air access to this city, finding ways of making commercial air service to Berlin more convenient, more comfortable, and more economical",Conservative,0.7184
104, We look to the day when West Berlin can become one of the chief aviation hubs in all central Europe,Conservative,0.0
105,"With — With our French — With our French and British partners, the United States is prepared to help bring international meetings to Berlin",Conservative,0.4019
106," It would be only fitting for Berlin to serve as the site of United Nations meetings, or world conferences on human rights and arms control, or other issues that call for international cooperation",Conservative,0.3612
107,"There is no better way to establish hope for the future than to enlighten young minds, and we would be honored to sponsor summer youth exchanges, cultural events, and other programs for young Berliners from the East",Non-Aligned,0.9062
108," Our French and British friends, I’m certain, will do the same",Non-Aligned,0.6486
109, And it’s my hope that an authority can be found in East Berlin to sponsor visits from young people of the Western sectors,Conservative,0.4404
110,"One final proposal, one close to my heart: Sport represents a source of enjoyment and ennoblement, and you may have noted that the Republic of Korea — South Korea — has offered to permit certain events of the 1988 Olympics to take place in the North",Conservative,0.7717
111, International sports competitions of all kinds could take place in both parts of this city,Non-Aligned,0.5267
112," And what better way to demonstrate to the world the openness of this city than to offer in some future year to hold the Olympic games here in Berlin, East and West",Conservative,0.4404
113,"In these four decades, as I have said, you Berliners have built a great city",Conservative,0.6249
114," You’ve done so in spite of threats — the Soviet attempts to impose the East-mark, the blockade",Anti-UKIP,-0.7783
115, Today the city thrives in spite of the challenges implicit in the very presence of this wall,Anti-Conservative,-0.5267
116," What keeps you here? Certainly there’s a great deal to be said for your fortitude, for your defiant courage",LibDem,0.4939
117," But I believe there’s something deeper, something that involves Berlin’s whole look and feel and way of life — not mere sentiment",Non-Aligned,0.0
118, No one could live long in Berlin without being completely disabused of illusions,LibDem,0.0
119," Something, instead, that has seen the difficulties of life in Berlin but chose to accept them, that continues to build this good and proud city in contrast to a surrounding totalitarian presence, that refuses to release human energies or aspirations, something that speaks with a powerful voice of affirmation, that says “yes” to this city, yes to the future, yes to freedom",LibDem,0.9022
120," In a word, I would submit that what keeps you in Berlin — is “love",Conservative,0.6369
121,”Love both profound and abiding,LibDem,0.6369
122,"Perhaps this gets to the root of the matter, to the most fundamental distinction of all between East and West",Labour,0.0258
123," The totalitarian world produces backwardness because it does such violence to the spirit, thwarting the human impulse to create, to enjoy, to worship",Labour,0.4588
124, The totalitarian world finds even symbols of love and of worship an affront,Conservative,0.5106
125,"Years ago, before the East Germans began rebuilding their churches, they erected a secular structure: the television tower at Alexander Platz",Conservative,0.0
126," Virtually ever since, the authorities have been working to correct what they view as the tower’s one major flaw: treating the glass sphere at the top with paints and chemicals of every kind",Conservative,0.7845
127," Yet even today when the sun strikes that sphere, that sphere that towers over all Berlin, the light makes the sign of the cross",Anti-Conservative,-0.128
128," There in Berlin, like the city itself, symbols of love, symbols of worship, cannot be suppressed",Green,0.836
129,"As I looked out a moment ago from the Reichstag, that embodiment of German unity, I noticed words crudely spray-painted upon the wall, perhaps by a young Berliner (quote):“This wall will fall",Anti-Conservative,-0.5719
130, Beliefs become reality,Non-Aligned,0.0
131,"”Yes, across Europe, this wall will fall, for it cannot withstand faith; it cannot withstand truth",Green,0.6249
132, The wall cannot withstand freedom,Non-Aligned,0.6369
133,"And I would like, before I close, to say one word",Non-Aligned,0.3612
134," I have read, and I have been questioned since I’ve been here about certain demonstrations against my coming",Non-Aligned,0.2732
135," And I would like to say just one thing, and to those who demonstrate so",Non-Aligned,0.3612
136," I wonder if they have ever asked themselves that if they should have the kind of government they apparently seek, no one would ever be able to do what they’re doing again",LibDem,0.5267
137,Thank you and God bless you all,Non-Aligned,0.7506
138, Thank you,Labour,0.3612
