,Text,Classification,Sentiment
46,"I have often asked myself: Who can have so blinded Poland? Does anyone really believe that the German nation will permanently stand that from such a ridiculous State? Does anyone seriously believe that? It must have been believed because certain quarters described it as possible to the Poles, certain quarters which general warmongers have occupied decades long, yes, hundreds of years long and which they occupy even today",LibDem,0.0516
47,These quarters declared that Germany was not even to be considered as a Power,LibDem,0.0
48," The Poles were told that they would easily be able to resist Germany, and, going a step further, assurance was given that if their own resistance was not enough they could depend on the resistance and assistance of others",UKIP,0.0
49," The guarantee was given which put it into the hands of a small State to begin a war, or again perhaps not to do so",Anti-UKIP,-0.1779
50,"For these men Poland, too, was only a means to an end",UKIP,0.0
51," Because today it is being declared quite calmly that Poland was not the primary thing, but that the German regime is",SNP,0.0
52, I always warned against these men,Non-Aligned,-0.1027
53, You will recall my Saarbruecken and Wilhelmshaven speeches,Conservative,0.0
54," In both these speeches I pointed out the danger that in a certain country such men could rise and unmolested preach the necessity of war - Herren Churchill, Eden, Duff-Cooper, etc",Anti-Conservative,-0.7351
55,"I pointed out how dangerous this is, especially in a country where one does not know whether these men may not be the Government in a short time",Anti-LibDem,-0.5267
56, I was then told that that would never happen,Labour,0.0
57, In my opinion they are now the Government,LibDem,0.0
58, It happened exactly as I then foresaw,Labour,0.0
59, I then decided for the first time to warn the German nation against them,Anti-Conservative,-0.1027
60," But I also have left no doubt that Germany, under no circumstances, will capitulate to the threats or coercion of these people",Anti-Conservative,-0.7096
61,"On account of this answer I have been strongly attacked: because certain practices have gradually been developed in democracies: namely, in democracies war may be advocated",Anti-LibDem,-0.7096
62," There foreign regimes and statesmen may be attacked, calumniated, insulted, sullied because there reign freedom of speech and the press",Anti-UKIP,-0.296
63," In authoritarian States, on the other hand, one may not defend one's self because there reigns discipline",Non-Aligned,0.4939
64,"You know, of course, of those August days",Labour,0.0
65," I believe it would have been possible in those last August days, without the British guarantee and without agitation by these warmongers, to have reached an understanding",Anti-Green,-0.0191
66, At a certain moment England herself offered to bring us into direct discussion with Poland,Labour,0.2732
67, I was ready,Non-Aligned,0.0
68, Of course it was the Poles who did not come,Non-Aligned,0.0
69,I came to Berlin with my Government and for two days waited and waited,LibDem,0.0
70," Meanwhile, I had worked out a new pro- posal",Non-Aligned,0.0
71, You know it,Non-Aligned,0.0
72, I had the British Ambassador informed of it on the evening of the first day,Conservative,0.0
73, It was read to him sentence by sentence and the Reich Foreign Minister gave him a supplementary explanation,UKIP,0.0
74," Then came the next day and nothing occurred except for Polish general mobilization, renewed acts of terror, and finally attacks against Reich territory",Anti-LibDem,-0.7579
75,"Now in the life of nations, patience must not always be interpreted as weakness",Non-Aligned,-0.4404
76, For years I patiently looked on these continuous provocations,Conservative,0.0
77," What keen suffering I underwent in these years only few can imagine, because there was hardly a month or week in which deputations from these districts did not come to me depicting unbearable conditions and imploring me to interfere",Non-Aligned,-0.25
78,I have always begged them to try again,Non-Aligned,0.0
79," This continued for years, but I have recently also warned that this could not go on forever",Non-Aligned,-0.1027
80," After again waiting and even receiving new proposals I finally decided, as I declared in the Reichstag, to talk with Poland in the same language as they talked to us, or believed they could talk to us - the language which alone they seem to understand",LibDem,0.0
81,"Also, at this moment peace could have been saved",Green,0.4939
82, Friendly Italy and I1 Duce came in and made a suggestion for mediation,Non-Aligned,0.0
83, France agreed,Labour,0.0
84, I also expressed my agreement,Non-Aligned,0.4939
85," Then England rejected also that suggestion and replied that, instead, Germany might be served with a two-hour ultimatum with impossible demands",Anti-Green,-0.4939
86, England erred in one thing,Conservative,0.0
87," There once was a government in Germany in November, 1918, that was kept by England, and they confound the present German regime with one they kept and confound the present German nation with the misled and blinded nation of that time",Anti-UKIP,-0.4019
88,One does not send ultimatums to the Germany of today,Green,0.0
89, - May London make note!In the last six years I had to stand intolerable things from States like Poland - nevertheless I sent no ultimatum,LibDem,0.3612
90, The German Reich is not inclined and will not be addressed in such a tone,Conservative,0.0
91," I knew if Poland chose war she chose it because others drove her into war, those others who believed they might make their biggest political and financial killing in this war",Anti-Green,-0.9545
92," But it will not be their biggest killing, but their biggest disappointment",Non-Aligned,-0.8126
93,Poland chose to fight and she received a fight,Anti-LibDem,-0.6369
94," She chose this fight light-heartedly because certain statesmen assured her they had detailed proof of the worthlessness of Germany and her armed forces, of the inferiority of our armament, of the poor morale of our troops, of defeatism within the Reich, of a discrepancy between the German people and its leadership",Anti-UKIP,-0.9042
95,The Poles were persuaded that it would be easy not only to resist but also to throw our army back,Non-Aligned,0.0
96, Poland constructed her campaign on these assurances of the Western general staffs,Conservative,0.0
97," Since then eighteen days have passed, and hardly elsewhere in history can the following be said with more truth: The Lord has struck them down with horse, with man and with wagon",UKIP,0.4019
98,"As I speak to you our troops stand along a great line from Brest-Litovsk to Lwow, and at this moment endless columns of the smashed Polish Army have been marching as prisoners from that sector since yesterday afternoon",Conservative,0.2023
99," Yesterday morning there were 20,000; yesterday afternoon 50,000; this morning 70,000",Conservative,0.0
100," I do not know how great the number is now, but I know one thing: what remains of the Polish Army west of that line will capitulate within a few days, they will lay down their arms or be crushed",UKIP,0.5859
101," At this moment, our thankful hearts fly to our men",Labour,0.3612
102," The German Army gave those genius-statesmen, who were so well-informed as to conditions within the Reich, a necessary lesson",Non-Aligned,0.0
103,At this moment we want to give the Polish soldier absolute justice,DUP,0.0772
104, At many points the Pole fought bravely,UKIP,0.2732
105," His lower leadership made desperate efforts, his middle-grade leadership was too unintelligent, his highest leadership was bad, judged by any standard",Anti-LibDem,-0.6908
106, His organization was - Polish,Non-Aligned,0.0
107,"I ordered the German Air Force to conduct humanitarian warfare - that is, to attack only fighting troops",Anti-Conservative,-0.6908
108, The Polish Government and army leadership ordered the civilian population to carry on the war as francs-tireurs from ambush,Anti-UKIP,-0.5994
109, It is very difficult under these circumstances to hold one's self back,Anti-SNP,-0.3612
110, I want to stress that the democratic States should not imagine it must be that way,Non-Aligned,-0.3612
111," If they want it otherwise, they can have it otherwise",Non-Aligned,0.0772
112, My patience can have limits here also,Non-Aligned,0.0
113,"So, we have beaten Poland within eighteen days and thus created a situation which perhaps makes it possible one day to speak to representatives of the Polish people calmly and reasonably",Anti-SNP,-0.4215
114,"Meantime, Russia felt moved, on its part, to march in for the protection of the interests of the White Russian and Ukrainian people in Poland",LibDem,0.6808
115, We realize now that in England and France this German and Russian co-operation is considered a terrible crime,Anti-Conservative,-0.5423
116," An Englishman even wrote that it is perfidious - well, the English ought to know",Labour,0.2732
117," I believe England thinks this co-operation perfidious because the co-operation of democratic England with bolshevist Russia failed, while National Socialist Germany's attempt with Soviet Russia succeeded",Anti-UKIP,-0.0772
118,I want to give here an explanation: Russia remains what she is; Germany also remain what she is,Conservative,0.0772
119, About only one thing are both regimes clear: neither the German nor the Russian regime wants to sacrifice a single man for the interest of the Western democracies,UKIP,0.7096
120, A lesson of four years was sufficient for both peoples,Non-Aligned,0.0
121," We know only too well that alternately, now one then the other, would be granted the honor to fill the breach for the ideals of the Western democracies",Non-Aligned,0.8807
122,We therefore thank both peoples and both States for this task,Labour,0.3612
123," We intend henceforth to look after our interests ourselves, and we have found that we best have been able to look after them when two of the largest peoples and States reconcile each other",Conservative,0.802
124, And this is made simpler by the fact that the British assertion as to the unlimited character of German foreign policy is a lie,Conservative,0.0
125, I am happy now to be able to refute this lie for British statesmen,LibDem,0.0
126," British statesmen, who continually maintain that Germany intends to dominate Europe to the Urals now will be pleased to learn the limits of German political intentions",UKIP,0.0
127, I believe this will deprive them of a reason for war because they profess to have to fight against the present regime because it today pursues unlimited political goals,Non-Aligned,-0.7579
128,"Now, gentlemen of the great British Empire, the aims of Germany are closely limited",Labour,0.6249
129," We discussed the matter with Russia - they, after all, are the most immediately interested neighbor - and if you are of the opinion that we might come to a conflict on the subject - we will not",Non-Aligned,0.2023
130,"Britain ought to welcome the fact that Germany and Soviet Russia have come to an understanding, for this understanding means the elimination of that nightmare which kept British statesmen from sleeping because they were so concerned over the ambitions of the present [German] regime to conquer the world",Conservative,0.0
131," It will calm you to learn that Germany does not, and did not, want to conquer the Ukraine",Conservative,0.3818
132," We have very limited interests, but we are determined to maintain those interests despite all dangers, despite anyone",LibDem,0.3818
133,And that we did not permit ourselves to be trifled with in those past eighteen days may have been proved sufficiently,UKIP,0.0
134, How a definite settlement of State conditions in this conflict will look depends first and foremost upon the two countries which there have their most important vital interests,Green,0.4404
135,"Germany has there limited but unalterable claims, and she will realize those claims one way or another",Non-Aligned,0.34
136, Germany and Russia will put in place the hotbed of conflict in the European situation which later will be valued only as a relaxation of tension,Anti-LibDem,-0.1779
137,"If the Western Powers now declare that this must not be, under any circumstances, and if especially England declares that she is determined to oppose this in a three- or five- or eight-year war, then I want to say something in reply:Firstly, Germany, by extensive yielding and renunciation in the west and south of the Reich, has accepted definite boundaries",LibDem,0.1027
138, Germany tried by these renunciations to attain lasting pacification,SNP,0.0
139, And we believe we would have succeeded were it not that certain warmongers could be interested in disturbing the European peace,UKIP,0.6808
140,"I have neither toward England nor France any war claims, nor has the German nation since I assumed power",Anti-Conservative,-0.3612
141, I tried gradually to establish confidence between Germany and especially its former war enemies,Anti-LibDem,-0.5994
142," I attempted to eliminate all tensions which once existed between Germany and Italy, and I may state with satisfaction that I fully succeeded",Labour,0.2263
143,That ever closer and more cordial relations were established was due also to personal and human relations between Il Duce and myself,Non-Aligned,0.0
144," I went still further, I tried to achieve the same between Germany and France",UKIP,0.0
145," Immediately after the settlement of the Saar question I solemnly renounced all further frontier revisions, not only in theory but in practice",Conservative,0.0
146, I harnessed all German propaganda to this end in order to eliminate everything which might lead to doubt or anxiety in Paris,Non-Aligned,-0.5423
147,You know of my offers to England,Non-Aligned,0.0
148, I had only in mind the great goal of attaining the sincere friendship of the British people,LibDem,0.7906
149," Since this now has been repulsed, and since England today thinks it must wage war against Germany, I would like to answer thus:Poland will never rise again in the form of the Versailles Treaty",Conservative,0.0
150, That is guaranteed not only by Germany but also guaranteed by Russia,LibDem,0.0
151,"It is said in England that this war, of course, is not for Poland",Anti-LibDem,-0.5994
152, That is only secondary,Non-Aligned,0.0
153, More important is the war against the regime in Germany,Anti-Labour,-0.5994
154, And I receive the honor of special mention as a representative of this regime,Non-Aligned,0.7096
155," If that is now set up as a war aim, I will answer the gentlemen in London thus:It is for me the greatest honor to be thus classed",UKIP,0.5423
156, On principle I educated the German people so that any regime which is lauded by our enemies is poison for Germany and will therefore be rejected by us,Anti-UKIP,-0.7351
157," If, therefore, a German regime would get the consent of Churchill, Duff-Cooper and Eden it would be paid and kept by these gentlemen and hence would be unbearable for Germany",UKIP,0.2263
158," That, certainly, is not true with us",LibDem,0.4215
159," It is, therefore, only honorable for us to be rejected by these gentlemen",Non-Aligned,0.128
160," I can assure these gentlemen only this: If they should praise, this would be a reason for me to be most crestfallen",Anti-Labour,-0.5423
161, I am proud to be attacked by them,Conservative,0.0
162,"But if they believe they can thereby alienate the German people from me, then they either think the German people are as lacking in character as themselves or as stupid as themselves",Anti-UKIP,-0.6908
163, They err in both,Green,0.0
164, National Socialism did not educate the German people in vain during the past twenty years,Non-Aligned,-0.4215
165," We are all men who, in their long struggle, have been nothing but attacked",Non-Aligned,-0.4767
166, That only tended to increase the love of our followers and created an inseparable union,Conservative,0.6369
167," And as the National Socialist party took upon itself this years-long struggle, finally to win it, thus the National Socialist Reich and the German people take up the fight and those gentlemen may be convinced: By their ridiculous propaganda the German people will not be undermined",Green,0.0516
168, Those bunglers will have become our apprentices for many years before they can even attempt propaganda,Non-Aligned,-0.25
169,"If peoples go to pieces it will not be the German people, who are fighting for justice, who have no war aims and who were attacked",Anti-UKIP,-0.8625
170,"Rather, those peoples will break when they gradually find out what their misleaders plan, and gradually grasp for what little reason they are fighting, and that the only reasons for war are the profits or political interests of a very small clique",Anti-Green,-0.1531
171, A part of it declared in Britain that this war will last three years,Anti-Labour,-0.5994
172, Then I can only say: My sympathies are with the French poilu,UKIP,0.0
173, What he is fighting for he does not know,Non-Aligned,-0.3818
174, He knows only that he has the honor to fight at least three years,Non-Aligned,0.4588
175," But if it should last three years, then the word capitulation will not stand at the end of the third, and at the end of the fourth year the word capitulation also will not be, and not in the fifth either, and also not in the sixth or seventh year",Labour,0.0
176,These gentlemen should take note of the following: Today you have the Germany of Frederick the Great before you,Labour,0.6249
177, These gentlemen can believe this,Labour,0.0
178, The German people will not split up in this fight but become more unified,Anti-LibDem,-0.3818
179," If anything splits up it will be those States that are not so homogeneous, those empires built on the oppression of peoples",Non-Aligned,0.0
180, We are fighting only for our naked beings,Non-Aligned,-0.3818
181, We are not able ourselves to be misled by propaganda,Non-Aligned,-0.25
182,"Just imagine! There are people who say there are those ruling in another land who do not please us, so now we have war with them",Anti-Green,-0.5994
183," Naturally they do not carry on the war themselves, but look about for someone to conduct it for them",Non-Aligned,-0.5994
184, They provide cannon and grenades while others provide grenadiers and soldiers,Non-Aligned,0.0
185, Such an utter lack of conscience!What would be said if one of us should say that the present regime in France or Britain does not suit us and consequently we are conducting a war? What immeasurable lack of conscience,Anti-UKIP,-0.8176
186," For that, millions of persons are whipped into death",Anti-Conservative,-0.5994
187," These gentlemen can say that calmly, for they themselves never have been on the battlefield for even an hour",Green,0.2924
188,But we will see how long they keep nations at war,Anti-Conservative,-0.5994
189, There can be no doubt of one thing,Non-Aligned,-0.3612
190, however,Non-Aligned,0.0
191, We will take up the gauntlet and we will fight as the enemy fights,Anti-LibDem,-0.6369
192," England, with lies and hypocrisy, already has begun to fight against women and children",Anti-LibDem,-0.0516
193," They found a weapon which they think is invincible: namely, sea power",Non-Aligned,-0.296
194, And because they cannot be attacked with this weapon they think they are justified in making war with it against women and children - not only of enemies but also of neutrals if necessary,Anti-LibDem,-0.8481
195,"Let them make no mistake here, however",Non-Aligned,0.0
196, The moment could come very suddenly in which we could use a weapon with which we cannot be attacked,Anti-Green,-0.6486
197, I hope then they do not suddenly begin to think of humaneness and of the impossibility of waging war against women and children,Anti-Green,-0.25
198, We Germans do not like that,Non-Aligned,0.3612
199, It is not in our nature,Non-Aligned,0.0
200, In this campaign I gave an order to spare human beings,Labour,0.0
201, When columns cross a market-place it can occur that someone else becomes the victim of attack,Anti-UKIP,-0.6369
202,In those places where insane or crazy people did not offer resistance not one windowpane was broken,Non-Aligned,-0.4767
203," In Cracow, except for the air field, railroads and the railroad station, which were military objectives, not one bomb fell",Non-Aligned,-0.4939
204," On the other hand, in Warsaw the war is carried on by civilian shootings in all streets and houses",Anti-Conservative,-0.4939
205," There, of course, the war will take in the whole city",Anti-Labour,-0.5994
206, We followed these rules and would like to follow them in the future,Non-Aligned,0.3612
207, It is entirely up to England to carry out her blockade in a form compatible with international law or incompatible with international law,UKIP,0.0
208, We will adapt ourselves thereto,Non-Aligned,0.0
209,"But there should be no doubt about one thing:England's goal is not 'a fight against the regime' but a fight against the German people, women and children",Anti-Labour,-0.7717
210," Our reaction will be compatible, and one thing will be certain: This Germany does not capitulate",UKIP,0.2732
211, We know too well what fate would be in store for Germany,Green,0.2732
212, Mr,UKIP,0.0
213," King-Hall [Commander Stephen King-Hall, retired naval officer who writes a privately-circulated news letter] told us in the name of his masters: A second Versailles, only worse",SNP,0.0
214,"What can be worse? The first Versailles Treaty was intended to exterminate 20,000,000 Germans",UKIP,0.0
215, Thus the second can only realize this intention,Non-Aligned,0.0
216," We received more detailed illustrations of what has been intended, what Poland shall have, what crowns will be placed on what heads in France, etc",UKIP,0.34
217, The German people take notice of this and shall fight accordingly,Anti-UKIP,-0.3818
218, ,Non-Aligned,0.0
219, ,Non-Aligned,0.0
220,We are determined to carry on and stand this war one way or another,Anti-Labour,-0.5994
221," We have only this one wish, that the Almighty, who now has blessed our arms, will now perhaps make other peoples understand and give them comprehension of how useless this war, this d=E9b=E2cle of peoples, will be intrinsically, and that He may perhaps cause reflection on the blessings of peace which they are sacrificing because a handful of fanatic warmongers, persons who stand to gain by war, want to involve peoples in war",Green,0.2732
222, ,Non-Aligned,0.0
