id,created_at,text,retweet_count,favorite_count,media_count,url_count,Party,Sentiment
1077327767048458245,2018-12-24 22:18:50,prep finishedsponsor anchor special ale kelso scottish border,0,1,0,1,NA,0
1077305343808552960,2018-12-24 20:49:43,border dont like turkey thi littl guinea fowl murphysponsor littl leff w,0,0,0,1,NA,0
1077281787125092352,2018-12-24 19:16:07,rt matthem phone number anyon struggl aloneswitchboardlgbt lgbtfdn,4126,0,0,0,NA,0
1077264778911993857,2018-12-24 18:08:32,christma ham stud onli possibl support pere noel de rank kelso scottish border,0,0,0,1,NA,0
1077226426418556932,2018-12-24 15:36:08,tatti peelingsponsor blitzen christma ale,0,0,0,1,NA,0
1077207816887255040,2018-12-24 14:22:11,christma ham prep brought mittenwald weihnacht bock kelso scottish border,0,1,0,1,NA,0
1076893780584869888,2018-12-23 17:34:19,elf watch sponsor unpronounc smokey german beer kelso scottish border,0,1,0,1,NA,0
1076866735238635522,2018-12-23 15:46:51,christma ha start arriv inlaw sponsor guin kelso scottish border,0,1,0,1,NA,0
1075855521163419648,2018-12-20 20:48:39,pmcguir,0,1,1,0,NA,0
1075408029972119552,2018-12-19 15:10:29,andyguest approv hear extern brutal,0,0,0,0,NA,0
1074575317845590016,2018-12-17 08:01:35,rt elizac carl simpson founder rais roof homeless project told bbc paid twin room royal hote,39,0,0,0,NA,0
1074410895281934337,2018-12-16 21:08:13,rt angusrobertson record uk view figur german zdf tv comedi programm brexit britain becom butt joke heut,211,0,0,0,NA,0
1073899839212150784,2018-12-15 11:17:28,thelastleg maydick mainli break first asimov law,0,0,0,0,NA,0
1073360732773867520,2018-12-13 23:35:15,rt scotchio tminu hour reactvu webinar join us live code chrisoncod,6,0,0,1,NA,0
1073131211067977728,2018-12-13 08:23:13,christma see peter griffin christma hit via pamisaac,0,1,0,1,NA,0
1072630062132985857,2018-12-11 23:11:49,rt lhscomput wow thank lot robertgordonuni lectur mark john come run code workshop realli en,4,0,0,0,NA,0
1072514620093620224,2018-12-11 15:33:06,auchmutyitdept thank great afternoon student amaz definit comput star fut,1,1,0,1,NA,0
1072513435588591618,2018-12-11 15:28:24,rt auchmutyitdept hourofcod hit auchmutyitdept creat next gener coder rgucomput wildfireon,2,0,0,0,NA,0
1072441336459132928,2018-12-11 10:41:54,rt markzarb lochgellyh run hourofcod wildfireon touringfif roadtrip rgucomput,1,0,0,0,NA,0
1072216431855583232,2018-12-10 19:48:12,rt nicolasturgeon jeremycorbyn labour offici opposit lodg motion confid thi incompet govern tom,15534,0,0,0,NA,0
1071876958085095425,2018-12-09 21:19:15,make big dog size bed old doubl dovet catsofinstagram catsaredick,0,0,0,1,NA,0
1071788637401026564,2018-12-09 15:28:18,lifeskil trainer simul selfhelp skill abettery,0,1,0,1,NA,0
1071769329023242241,2018-12-09 14:11:35,time aliv unicorn win wtfisthi,0,0,0,1,NA,0
1070953746002313217,2018-12-07 08:10:45,travel peru amp bolivia japan tanzania mexico beliz amp guatemala tourradar bambaexperi,0,0,0,1,NA,0
1069711074222583809,2018-12-03 21:52:49,obligatori christma tree photo pamisaac christma christmastre,0,2,0,1,NA,0
1069710595266621440,2018-12-03 21:50:54,christma ha land christma christmastre realtre kirriemuir angu,0,0,0,1,NA,0
1069168488248426497,2018-12-02 09:56:46,rt irnbru irnbru snowman sequelhav phenomen christma brusnowmantwo,2818,0,1,0,NA,0
1068629520364855298,2018-11-30 22:15:06,isitok may look like sulki teenag refus wave g famili photo thelastleg,0,1,1,0,NA,0
1068473403370291200,2018-11-30 11:54:45,markzarb cuddl thi guy everi day,0,1,1,0,NA,0
1068408606905782272,2018-11-30 07:37:16,rt scottishspca forsa otter cub wa practis feed wildlif centrew thought look like wa good boo,123,0,0,0,NA,0
1068408002301046784,2018-11-30 07:34:52,rt evilgalprod im grindtilyoudi mentalityhav life go see movi take kid park cuddl dog read,18472,0,0,0,NA,0
1068241016069767168,2018-11-29 20:31:19,struggl mental health uni whatev pleas speak someon thi site ha load,3,5,0,1,NA,0
1068240362471415808,2018-11-29 20:28:44,jab done come vietnam pamisaac,0,2,1,0,NA,0
1067521360501633025,2018-11-27 20:51:40,rt nasainsight quiet beauti look forward explor new home marsland,54357,0,1,0,NA,0
1067069031860056065,2018-11-26 14:54:17,thi guy ha got dress hit chicken chicken datenight kirriemuir angu,0,1,0,1,NA,0
1066768048864997376,2018-11-25 18:58:17,angu traffic jam,0,0,0,1,NA,0
1065894522398433280,2018-11-23 09:07:12,rt lookwhatjendid interest digit heritag dont miss see hear wonder clara,6,0,0,0,NA,0
1065893474120159233,2018-11-23 09:03:02,rt avidsnapp channelnew cciaran bbcgaryr bbcscotlandnew peopl right ask whi thi doesnt happen bbc scotland,11,0,0,0,NA,0
1065708773988343808,2018-11-22 20:49:06,noktec fine mean friend one first gener clone,0,3,0,0,NA,0
1064585854222573568,2018-11-19 18:27:01,royalmail came front door minut befor thi attempt deliveri wa perfectli access ev,0,0,0,1,NA,0
1063524094686257152,2018-11-16 20:07:58,isitok couldnt sleep last night case woke brexit secretari,0,2,0,0,NA,0
1063186587637432320,2018-11-15 21:46:50,stay frosti peopl dont relax dont sleep might get made brexitsecretari,0,1,0,0,NA,0
1063130733311655939,2018-11-15 18:04:53,robinjss brexit fluid process,0,1,0,0,NA,0
1063130609374109697,2018-11-15 18:04:23,tresemm hasnt resign john lewi advert rubbish christmasruin,0,0,0,0,NA,0
1063028201054760961,2018-11-15 11:17:27,bbcnew weigh option tri thi brexit approach sound interest,0,9,0,0,NA,0
1062834310317776897,2018-11-14 22:27:00,love duponlin twitter handl need specifi onlin paper version twitter imagin v,0,0,0,1,NA,0
1062833688570986503,2018-11-14 22:24:32,tresemm discuss dup,0,0,1,0,NA,0
1062831326120808449,2018-11-14 22:15:09,skynew duponlin well ye sex marriag abort law start,0,1,0,0,NA,0
1062830229054468096,2018-11-14 22:10:47,rt nicolasturgeon long call pm tri tell scotland distinct interest protect point th,10766,0,0,0,NA,0
1061569081634099200,2018-11-11 10:39:26,rt cbeagri iceland urg custom make ban christma tv ad go viral,2,0,0,1,NA,0
1061567597303472128,2018-11-11 10:33:32,rt pamisaac shouldt easier ban add ban use palm oil well done iceland share icelandadvert far wid,1,0,0,0,NA,0
1059553871595536385,2018-11-05 21:11:43,rt rgucomput happyhalloween us comput robertgordonuni,1,0,1,0,NA,0
1059542276890865664,2018-11-05 20:25:38,px chamoi cloth keep len everyth els clean,0,3,1,0,NA,0
1059541573489311745,2018-11-05 20:22:51,great day dundeeangu talk rgucomput cours look forward see futur robertgordonuni,3,7,0,0,NA,0
1059541061868109824,2018-11-05 20:20:49,rt markzarb great day talk cours offer rgucomput robertgordonuni dundeeangu alway good meet f,2,0,0,0,NA,0
1059353197943373825,2018-11-05 07:54:18,rt aspaton scotland mountain hare popul eastern highland level meanwhil mountain hare cull continu whi,1091,0,0,0,NA,0
1059352402518818816,2018-11-05 07:51:09,rt ronbuch lynnedevin courier would reader interest thi brexit angusfruitfarm,10,0,0,0,NA,0
1058798273878806529,2018-11-03 19:09:14,danub light stream photographi,1,1,1,0,NA,0
1058798265079119872,2018-11-03 19:09:12,meter photographi,1,3,1,0,NA,0
1058623097283198976,2018-11-03 07:33:09,year ago thi littl dog becam first earth born space travel never came back laika rememberlaika,0,2,0,1,NA,0
1058509645017419776,2018-11-03 00:02:20,night bridg photographi,0,0,1,0,NA,0
1058509636465319941,2018-11-03 00:02:18,rush hour photographi,0,1,1,0,NA,0
1058479458548678656,2018-11-02 22:02:23,pretti democraci photographi,0,0,1,0,NA,0
1058479450168479744,2018-11-02 22:02:21,citi photographi,0,1,1,0,NA,0
1057733351841251328,2018-10-31 20:37:37,pumpkin left went old school hous protect tonight wee turnip turnip halloween kirriemuir angu,0,1,0,1,NA,0
1057572655094792192,2018-10-31 09:59:04,rt ruthefalcon lectur captur vital learn aid licenc skip class via timeshigh,2,0,0,1,NA,0
1056953746297704448,2018-10-29 16:59:45,lostintransl budapest hungari,0,0,0,1,NA,0
1056294250206371841,2018-10-27 21:19:08,rt eddo trump doesnt know put umbrella pass,255,0,1,0,NA,0
1056251430410092546,2018-10-27 18:28:59,ruin bar like hous parti someon els ha done work hungari travel budapest hungari,0,0,0,1,NA,0
1056218942904197120,2018-10-27 16:19:54,good think might stay szimpla kert,0,0,0,1,NA,0
1056209698221932544,2018-10-27 15:43:10,nice tabl compani thi bar szimpla kert,0,0,0,1,NA,0
1056166333480665088,2018-10-27 12:50:51,klmuk problem honestli realli great come back wednesday worri,0,0,0,0,NA,0
1056148873050251267,2018-10-27 11:41:28,thought travel way edinburgh budapest broken ankl crutch wa go diffic,1,4,0,1,NA,0
1056089858643357696,2018-10-27 07:46:58,sinc airport intern sun definit past yard arm amsterdam airport schiphol,0,0,0,1,NA,0
1056080748317433856,2018-10-27 07:10:46,schiphol amsterdam airport schiphol,0,0,0,1,NA,0
1056034865076932608,2018-10-27 04:08:26,earli edinburgh airport,0,0,0,1,NA,0
1054172865841512448,2018-10-22 00:49:31,simonburnett thi actual appli scratch cd well realli bad bootleg need argu tha,0,1,0,1,NA,0
1053759345232658432,2018-10-20 21:26:20,withywindl photographi,0,2,1,0,NA,0
1053729129194049536,2018-10-20 19:26:16,bard view photographi,0,2,1,0,NA,0
1053729110080524288,2018-10-20 19:26:11,bard fall photographi,0,3,1,0,NA,0
1052117619019534337,2018-10-16 08:42:42,admiralukhelp admiraluk fault quot ha gone didnt realiz year old corsa wa gadget f,0,0,0,1,NA,0
1051853521149153283,2018-10-15 15:13:16,violatricki admiraluk mental quid everyon els happen custom loyalti,0,1,0,0,NA,0
1051803873428553729,2018-10-15 11:55:59,thank renew quot doubl everyon els admiraluk think ill pass whi insur com,0,1,0,1,NA,0
1047743891519279104,2018-10-04 07:03:04,thesonsiebogl nice one kenni,0,0,0,0,NA,0
1047211202428985345,2018-10-02 19:46:21,ljfio would ok app adher look googlechrom,0,0,0,0,NA,0
1045460553660010496,2018-09-27 23:49:54,cbeagri got great new headphon mean still hear thing outsid fix thi turnin,0,1,0,1,NA,0
1045267302852251649,2018-09-27 11:01:59,richardla rguresearch gut miss thi,0,0,0,0,NA,0
1045266544748630021,2018-09-27 10:58:59,help save loch lomond object flamingo land balloch,3,3,0,1,NA,0
1044281712241528832,2018-09-24 17:45:36,fair proport member support one potenti referendum would think woul,0,3,0,1,NA,0
1042135757694095361,2018-09-18 19:38:21,far west photographi,0,4,1,0,NA,0
1041776216909471745,2018-09-17 19:49:40,ljfio ha lost abil correct type well,0,0,0,0,NA,0
1041769742045007878,2018-09-17 19:23:56,observ break ankl leav sofa ani period time exercis trip fri,0,10,0,1,NA,0
1041251520996671493,2018-09-16 09:04:42,rt rguc welcom committe shaw eastwood eilidh southren amartya yadav allan nobl zhaklina velcheva jess mcgowan joe murr,1,0,0,0,NA,0
1041251288674131968,2018-09-16 09:03:47,richardla think becaus build big econom growthi concret block around keep art,0,1,0,0,NA,0
1039627934431109120,2018-09-11 21:33:09,linn photographi,0,3,1,0,NA,0
1039627924146675718,2018-09-11 21:33:07,top photographi,0,2,1,0,NA,0
1038381332131467265,2018-09-08 10:59:36,move year ago wa littl tree hidden grass wa small nearli cut wit,0,3,0,1,NA,0
1034957910286188544,2018-08-30 00:16:09,new market photographi,0,1,1,0,NA,0
1031996008136359936,2018-08-21 20:06:36,tarmachan cloud photographi,0,1,1,0,NA,0
1031995998476873728,2018-08-21 20:06:34,thin place photographi,0,0,1,0,NA,0
1031995989798912001,2018-08-21 20:06:32,long walk photographi,0,1,1,0,NA,0
1031158717205688320,2018-08-19 12:39:30,emmafarquhar trafficscotland dundeepolic still traffic complet mess polic direct,0,0,0,1,NA,0
1030353000882229248,2018-08-17 07:17:53,richardla youtub magnific citi gold,0,0,0,0,NA,0
1030350533985529856,2018-08-17 07:08:04,richardla youtub see dogtanian rais,0,1,0,1,NA,0
1030199446775185409,2018-08-16 21:07:42,sailor delight photographi,0,1,1,0,NA,0
1030199438650814464,2018-08-16 21:07:41,dunmor head photographi,0,1,1,0,NA,0
1030199429394063360,2018-08-16 21:07:38,caon harbour photographi,0,2,1,0,NA,0
1027691246402318336,2018-08-09 23:01:01,last parish photographi,0,1,1,0,NA,0
1026592317552164864,2018-08-06 22:14:16,set west photographi,0,4,1,0,NA,0
1026592309599723520,2018-08-06 22:14:14,pass photographi,0,2,1,0,NA,0
1026156595263283200,2018-08-05 17:22:52,murphi art burger make summer dogsofinstagram bordercolliesofinstagram bordercolli murphi,0,0,0,1,NA,0
1025127770391756805,2018-08-02 21:14:41,dark island photographi,1,0,1,0,NA,0
1025127762552664064,2018-08-02 21:14:39,last wave photographi,1,2,1,0,NA,0
1024197929282617345,2018-07-31 07:39:49,yoda pondsnail pond garden snail kirriemuir angu,0,0,0,1,NA,0
1023675603944398853,2018-07-29 21:04:17,brandon land photographi,0,1,1,0,NA,0
1023668111810154496,2018-07-29 20:34:31,empti island photographi,0,4,1,0,NA,0
1022899587902840833,2018-07-27 17:40:40,thi lectur thing doesnt work think ill becom cucumb farmer garden summer kirriemuir angu,0,1,0,1,NA,0
1022891092289761280,2018-07-27 17:06:55,use think fast show scorchio sketch wa funni scottishweath,0,0,1,0,NA,0
1022580285370757120,2018-07-26 20:31:53,feed time garden pond fish kirriemuir angu,0,0,0,1,NA,0
1021877622266109952,2018-07-24 21:59:45,dxfalcon thank dan,0,1,0,0,NA,0
1021877357647409152,2018-07-24 21:58:42,dingl photographi,0,2,1,0,NA,0
1021877339242811392,2018-07-24 21:58:37,famin land photographi,0,5,1,0,NA,0
1021877320544604160,2018-07-24 21:58:33,blue mountain photographi,0,1,1,0,NA,0
1021877304300056581,2018-07-24 21:58:29,burren edg photographi,0,3,1,0,NA,0
1021706502711767040,2018-07-24 10:39:47,richardla wa smash pumpkin man rem alway bit light,0,1,0,0,NA,0
1021513985064153090,2018-07-23 21:54:47,one small leap photographi,0,2,1,0,NA,0
1021513975996010496,2018-07-23 21:54:45,rust bucket photographi,0,1,1,0,NA,0
1021513966781181953,2018-07-23 21:54:43,ground photographi,0,2,1,0,NA,0
1021513958199574528,2018-07-23 21:54:41,plassey photographi,0,0,1,0,NA,0
1021513944954019841,2018-07-23 21:54:37,leaki photographi,0,1,1,0,NA,0
1021470425300291584,2018-07-23 19:01:42,rt timeshigh ha death lectur greatli exagger expert weigh,40,0,0,1,NA,0
1021092805794549763,2018-07-22 18:01:10,rt andyguest make stuff deal seem mundan,1,0,0,1,NA,0
1019652846143332352,2018-07-18 18:39:17,manag keep fish aliv pond day go well pond diy garden kirriemuir angu,0,0,0,1,NA,0
1019562824476102656,2018-07-18 12:41:34,hideandseek coincid royal liver build webcam inact,0,0,0,0,NA,0
1019298637095022592,2018-07-17 19:11:47,two munro today meall corranaich meall achoir leith munro mountain scotland,0,0,0,1,NA,0
1018604461609160706,2018-07-15 21:13:23,moher even photographi,0,2,1,0,NA,0
1018604452205486080,2018-07-15 21:13:20,johnisaacsirelandjpg photographi,0,1,1,0,NA,0
1018604443955286016,2018-07-15 21:13:18,look west photographi,0,1,1,0,NA,0
1018154333156859905,2018-07-14 15:24:44,bandit like pondcatsofinstagram cat blackandwhitecat kirriemuir angu,0,0,0,1,NA,0
1018152856350806016,2018-07-14 15:18:51,rt birdcrim mountain hare routin systemat slaughter driven grous moor wonder sometim ask,58,0,0,0,NA,0
1018152816567779328,2018-07-14 15:18:42,rt spanishnatur angu glen moorland group launch call wildlif campaign thi weekend theyr ask public,135,0,0,0,NA,0
1017935066733928451,2018-07-14 00:53:26,year sit graduat see student walk across stage room peopl recogn hard,0,20,0,1,NA,0
1017758666785730563,2018-07-13 13:12:29,readi graduat graduat rgugrad rgucomput hi majesti theatr,0,1,0,1,NA,0
1017733995843538945,2018-07-13 11:34:27,rt markzarb veri much enjoy doubl act wildfireon run rgucomput prize give ceremoni congratul stu,1,0,0,0,NA,0
1017525899653255169,2018-07-12 21:47:33,ljfio trump see trip stage,0,1,0,0,NA,0
1017518828438290433,2018-07-12 21:19:27,red rock photographi,0,3,1,0,NA,0
1017518820024639488,2018-07-12 21:19:25,old grave photographi,0,2,1,0,NA,0
1017372855875637248,2018-07-12 11:39:25,blankeh shiner yeah piti minor peopl bunch neanderth derogatori neanderth,0,1,0,0,NA,0
1016444561646850053,2018-07-09 22:10:42,na blascaoda photographi photo,0,1,1,0,NA,0
1016444553707114496,2018-07-09 22:10:40,burren sunset photographi photo,1,3,1,0,NA,0
1016379335605932032,2018-07-09 17:51:31,beryl joe classic car year old funnili enough ha onli done mile sinc,0,0,0,1,NA,0
1015282973955051527,2018-07-06 17:14:58,top morn bordercolli colliesofinstagram dingl peninsula,0,0,0,1,NA,0
1014964596841607172,2018-07-05 20:09:51,gon na miss thi get backguinnesstim dingl peninsula,0,0,0,1,NA,0
1014890205533425665,2018-07-05 15:14:15,club lemon swing im stay slea head,0,0,0,1,NA,0
1014884994135752704,2018-07-05 14:53:32,dark presenc jedi templ beehivehut dingl ireland travel slea head,0,0,0,1,NA,0
1014869765104590865,2018-07-05 13:53:02,skywalk nowskelligmichael ireland travel dingl peninsula,0,0,0,1,NA,0
1014659176172281862,2018-07-04 23:56:13,starwar stone dingl peninsula,0,0,0,1,NA,0
1014658962556366848,2018-07-04 23:55:22,vader dell ceann sibeal hotel,0,0,0,1,NA,0
1014268676781076481,2018-07-03 22:04:31,sea dog fanor beach ireland,0,0,0,1,NA,0
1014204493288726528,2018-07-03 17:49:28,look luke cliffsofmoh ireland travel cliff moher,0,1,0,1,NA,0
1013913411606994945,2018-07-02 22:32:49,achto thi whole place film set kilke cliff,0,1,0,1,NA,0
1013795556475449344,2018-07-02 14:44:30,che sea kilke sea,0,0,0,1,NA,0
1013464139145142272,2018-07-01 16:47:34,mr doyl invit us intook fathert ireland coclar craggi island parochi hous,0,1,0,1,NA,0
1013148524513562625,2018-06-30 19:53:26,dash red coat photographi,0,1,1,0,NA,0
1013148516531802112,2018-06-30 19:53:24,dress dinner photographi,0,3,1,0,NA,0
1012319456213766149,2018-06-28 12:59:01,guin time guinnesstim belfast ireland white tavern,0,0,0,1,NA,0
1012264845272592384,2018-06-28 09:22:00,angsiegel firth clyde girvan im sure sale past,0,1,0,0,NA,0
1012019189845053448,2018-06-27 17:05:51,seadog colliesofinstagram bordercolliesofinstagram bordercolli sea swim belfast crawfordsburn countri park,0,0,0,1,NA,0
1011717578270691329,2018-06-26 21:07:22,johnisaacseditjpg photographi,0,4,1,0,NA,0
1011717569277984768,2018-06-26 21:07:19,johnisaacseditjpg photographi,0,1,1,0,NA,0
1011717561803829256,2018-06-26 21:07:18,johnisaacshdreditjpg photographi,0,0,1,0,NA,0
1011716409053700096,2018-06-26 21:02:43,great name beer belfast,0,0,0,1,NA,0
1011709205508706305,2018-06-26 20:34:05,richardla onli review case mistak,0,1,0,0,NA,0
1011679251869982720,2018-06-26 18:35:04,curryspcworld wa inform quit angrili one staff belfast forestsid shouldnt question wh,0,0,0,1,NA,0
1011358684113526784,2018-06-25 21:21:15,made dogsofinstagram colliesofinstagram stena line cairnryan,0,0,0,1,NA,0
1010208841353650178,2018-06-22 17:12:11,need jersey royal kirriemuir knobler goodlif garden potato kirriemuir angu,0,0,0,1,NA,0
1010057432834498560,2018-06-22 07:10:32,rt marscurios martian haze around dust storm circl whole planet measur atmospher opac tau,1719,0,0,0,NA,0
1009934625240748033,2018-06-21 23:02:32,look north,0,0,0,1,NA,0
1009576755076747264,2018-06-20 23:20:30,pin cushion photographi,0,0,1,0,NA,0
1009576745199075328,2018-06-20 23:20:27,dark shambl photographi,1,4,1,0,NA,0
1009576734746923008,2018-06-20 23:20:25,concentr photographi,0,0,1,0,NA,0
1009576724957483011,2018-06-20 23:20:22,water shortag photographi,0,0,1,0,NA,0
1009507570149707776,2018-06-20 18:45:35,iran actual play worldcup parkthebu,0,0,0,0,NA,0
1009114188017434624,2018-06-19 16:42:25,lynsay wcornwallpasti use best thing travel south back becaus onli sold past,0,1,0,1,NA,0
1009112928388354048,2018-06-19 16:37:25,lynsay,0,1,1,0,NA,0
1009111426403880960,2018-06-19 16:31:27,whi peopl insist order tripl caramel super maccalattaatto extra cream gener faf im hurri,0,0,0,0,NA,0
1009086551702335488,2018-06-19 14:52:36,peopl,0,0,0,1,NA,0
1008386849679859713,2018-06-17 16:32:14,richardla jason brexit uncov cockup conspiraci goe bojomoog corpor independ daili fail,0,0,0,0,NA,0
1008381088081772546,2018-06-17 16:09:20,rt euflagmafia leaver yesterday undemocrat tri overturn referendumm youv overturn referend,575,0,0,0,NA,0
1008377979649646593,2018-06-17 15:56:59,traffic chao york,0,1,0,1,NA,0
1008043395372199937,2018-06-16 17:47:28,great name,0,0,0,1,NA,0
1008025583404703745,2018-06-16 16:36:41,richardla itvsport,0,1,1,0,NA,0
1007215026258763776,2018-06-14 10:55:50,sweepi time worldcup,0,0,0,1,NA,0
1007016600980152321,2018-06-13 21:47:21,around year ago irish parliamentari parti walk hous common,1,4,0,2,NA,0
1006879987784474627,2018-06-13 12:44:30,rt dido rayversiontwo ruthdavidsonmsp thesnp serious ruthdavidsonmsp tori mp shout suicid ianblackfordmp last nig,35,0,0,0,NA,0
1006879811673952256,2018-06-13 12:43:48,rt carolineluca complet sympathis thesnp mp walk devolut complet squeez yesterday debat,5969,0,0,0,NA,0
1006272235848523782,2018-06-11 20:29:31,flow thought photographi,0,1,1,0,NA,0
1006272225777995776,2018-06-11 20:29:28,river bank photographi,0,1,1,0,NA,0
1005863242915368960,2018-06-10 17:24:19,deck powerup,0,1,0,1,NA,0
1004513229031329793,2018-06-06 23:59:51,rt lifehackeruk block littl bit time mayb time day click,2,0,0,1,NA,0
1003989934561157121,2018-06-05 13:20:28,rt markzarb wonder two day saxionua thank staff student make us feel welcom erasmu teachin,2,0,0,0,NA,0
1003989299908497408,2018-06-05 13:17:56,blankeh microsoft github ok think hello world java applic wrote safe,0,5,0,0,NA,0
1003330511870283776,2018-06-03 17:40:09,rt alanferri dup activist believ young earth creation want taught school bill,81,0,0,0,NA,0
1003329712775729153,2018-06-03 17:36:59,digbylj say unelect life time peer,0,0,0,0,NA,0
1003328179191320581,2018-06-03 17:30:53,rt gavmacn david davi reveal hi plan irish border post brexit,1467,0,1,0,NA,0
1003327512934576128,2018-06-03 17:28:14,good morn amsterdam erasmu teachingmobl,1,3,1,0,NA,0
1003248507879292928,2018-06-03 12:14:18,hal open,0,0,0,1,NA,0
1002479207736315904,2018-06-01 09:17:22,sinc offici,0,24,1,0,NA,0
1002318694532382720,2018-05-31 22:39:33,lokiscottishrap bbcqt sheer brillianc,0,0,0,0,NA,0
