id,created_at,text,retweet_count,favorite_count,media_count,url_count,Classification,Classification2
1099528641392734208,2019-02-24 04:37:11,Former White House Press Secretary Sean Spicer is the keynote speaker for tonight’s dinner. Sean is a lifelong Repu… https://t.co/J9wvj5MPgB,9,36,0,1,Democratic,Democratic
1099491045249757185,2019-02-24 02:07:47,"RT @Liz_Cheney: Cheney Delivers Remarks At ⁦@CAGOP⁩ Convention; Blasts Harris And Democrats For Agenda That Is ""For The Government"" - Liz C…",52,0,0,0,Non-Aligned,Republican
1099440107705098240,2019-02-23 22:45:22,"Up next ➡️ Fox News Host Steve Hilton!

You’ve definitely seen Steve on the show: “The Next Revolution.” It’s one o… https://t.co/C9xS7KmM2R",3,9,0,1,Non-Aligned,Democratic
1099435153372327937,2019-02-23 22:25:41,Neurosurgeon &amp; author Ben Carson is the keynote speaker for our Speaker Series event. Millions of people have falle… https://t.co/HRuZVjlePL,19,63,0,1,Non-Aligned,Non-Aligned
1099416135819087872,2019-02-23 21:10:07,"Congresswoman @Liz_Cheney gave us her favorite Milton Friedman quote on the problems of socialism ➡️ 

“If you put… https://t.co/xF69V3y5S2",17,45,0,1,Non-Aligned,Republican
1099410889642369024,2019-02-23 20:49:16,"We’re excited to have Congresswoman @Liz_Cheney with us today for lunch. After just one term in office, she was cho… https://t.co/YTUGd5Rt7k",9,30,0,1,Republican,Non-Aligned
1099370299554852864,2019-02-23 18:07:59,"Congratulations to Lindsey Stetson on her election to become Vice Chair Central Coast Region! 
#CAGOP2019 #CAGOP19",12,45,0,0,Non-Aligned,Democratic
1099368852520034304,2019-02-23 18:02:14,"Congratulations to Lisa Moreno on her election to become Vice Chair Central Valley Region! 
#CAGOP2019 #CAGOP19",5,28,0,0,Non-Aligned,Non-Aligned
1099365297583079432,2019-02-23 17:48:06,RT @TonyKrvaric: Last night at the #cagop convention nine former chairmen were honored for their service to the @CAGOP. Classy. https://t.c…,3,0,0,0,Democratic,Republican
1099360977756155904,2019-02-23 17:30:56,"Congratulations to Matt Heath on his election to become Vice Chair Northwest Region! 
#CAGOP2019 #CAGOP19",2,11,0,0,Non-Aligned,Non-Aligned
1099360366855737344,2019-02-23 17:28:31,"Congratulations to Deborah Wilder on her election to become Vice Chair North Region! 
#CAGOP2019 #CAGOP19",2,8,0,0,Non-Aligned,Non-Aligned
1099359713165078528,2019-02-23 17:25:55,Congratulations to Jason Clark on his election to become Vice Chair Bay Area! #CAGOP2019 #CAGOP19 @mrchairmansfgop,9,43,0,0,Non-Aligned,Non-Aligned
1099352813266554880,2019-02-23 16:58:30,"Check out @AssemblyGOP
@TylerDiep's take on Gov. Newsom's unfair water tax (another hot topic at #CAGOP2019… https://t.co/AfkyhVX02X",20,27,0,1,Democratic,Non-Aligned
1099347150775832576,2019-02-23 16:36:00,We’re excited to have national security expert Steve Yates present at our Saturday breakfast banquet. He has advise… https://t.co/5veYrbO4l8,6,21,0,1,Non-Aligned,Non-Aligned
1099166302608842752,2019-02-23 04:37:22,"We’re excited and honored to have nine former CRP chairs join us for our tribute to past CRP chairmen! 
#CAGOP2019… https://t.co/xvAyNevw5S",4,32,0,1,Republican,Democratic
1099109792319033344,2019-02-23 00:52:49,"RT @teammoorlach: For those of not in #CA, this really is true. Not a misplaced comma: https://t.co/fXO8X1VKh2",5,0,0,1,Non-Aligned,Non-Aligned
1099093153808736256,2019-02-22 23:46:42,A big topic at #CAGOP2019 will be about CA's affordability crisis and the millions of young Californians struggling… https://t.co/mBy0Iip3Am,11,28,0,1,Non-Aligned,Non-Aligned
1099086521242509312,2019-02-22 23:20:21,RT @akoseff: California Democrats nationalized nearly every race last year around Trump and now it seems the Republicans have found their c…,20,0,0,0,Democratic,Democratic
1099082411365683200,2019-02-22 23:04:01,RT @TylerDiep: Yesterday I introduced AB 956. This bill allows law enforcement agencies to test their emergency alert system. Testing this…,9,0,0,0,Non-Aligned,Non-Aligned
1099077517455982592,2019-02-22 22:44:34,@CA_Dem https://t.co/2uF7x6fr80,0,1,1,0,Non-Aligned,Non-Aligned
1099072575773204480,2019-02-22 22:24:56,"RT @Kevin_Faulconer: San Diego is using proven approaches and embracing new solutions to reduce homelessness in our city, and we are please…",6,0,0,0,Non-Aligned,Non-Aligned
1099072006388047879,2019-02-22 22:22:40,RT @AsmVinceFong: No wonder people can’t afford to work and live in this state! Sacramento must fix this! (Figure according to CA Energy Co…,33,0,0,0,Democratic,Democratic
1099059700316815362,2019-02-22 21:33:46,"RT @1KatieOrr: .@TheRealJohnHCox says #CAGOP needs to focus on local issues, reach out to young, minority, independent voters. Says he'll b…",19,0,0,0,Non-Aligned,Non-Aligned
1099054811125673985,2019-02-22 21:14:21,RT @TonyKrvaric: Former candidate for California Governor @TheRealJohnHCox addressing delegates at the @CAGOP convention Friday luncheon. A…,28,0,0,0,Democratic,Republican
1099053197434413056,2019-02-22 21:07:56,.@TheRealJohnHCox ➡️ It’s time to bring hope to ALL Californians. Under the leadership of @GavinNewsom &amp;… https://t.co/QfXX6Gnn6C,23,53,0,1,Republican,Democratic
1099049768376889344,2019-02-22 20:54:18,"Happening now: RNC National Committeeman @shawnsteel1 giving @TheRealJohnHCox a great introduction! 
#CAGOP2019… https://t.co/yjMDWnLf4k",4,6,0,1,Republican,Republican
1099041665388490752,2019-02-22 20:22:06,....and we’re off! Chairman @JimBrulte is kicking off Friday’s Chairman Lunch featuring @TheRealJohnHCox ➡️… https://t.co/TNKw1EyF94,4,17,0,1,Non-Aligned,Republican
1099009477422997504,2019-02-22 18:14:12,Convention is here! Welcome to everyone attending the California Republican Party Spring 2019 Organizing Convention… https://t.co/Do806MKo1L,10,22,0,1,Democratic,Democratic
1099005765786816512,2019-02-22 17:59:27,RT @TheRealJohnHCox: I’m looking forward to speaking at the Chairman’s lunch today at the @CAGOP convention. We have an opportunity to earn…,85,0,0,0,Non-Aligned,Republican
1098710237010219008,2019-02-21 22:25:08,Your claims about the tax bill helping the rich have been repeatedly debunked &amp; giving people the option to buy hea… https://t.co/qy28C9RAnV,8,13,0,1,Republican,Democratic
1098672714154274817,2019-02-21 19:56:02,"We do agree with you @DavidChiu that there should be more inexpensive, healthier options for low-income Californian… https://t.co/OTKkaloAOa",5,24,0,1,Democratic,Non-Aligned
1098672445165203457,2019-02-21 19:54:57,"By all means, jump in. Tell us how you’ve made it impossible for low-income and working people to live in SF. We su… https://t.co/8HUCv6lv4E",10,24,0,1,Democratic,Non-Aligned
1098658500622745600,2019-02-21 18:59:33,🚨 🚨 Online registration for convention -- which is this weekend at the Hyatt Regency Sacramento -- ends at 5 p.m. t… https://t.co/QvldDDoM1u,9,10,0,1,Non-Aligned,Non-Aligned
1098644610627252224,2019-02-21 18:04:21,California Republicans have been saying this for years: the high-speed rail is billions over budget and years behin… https://t.co/dUaEsW54Tb,16,47,0,1,Non-Aligned,Republican
1098644164089065472,2019-02-21 18:02:35,RT @J_GallagherAD3: We do a presser on murderers getting released from prison #EriksLaw and the Dems focus on banning Big Gulps.  What gets…,24,0,0,0,Non-Aligned,Democratic
1098363261248917505,2019-02-20 23:26:22,"Gas tax, text tax, water tax...and now California Democrats are proposing a soda tax.

It's time to get serious abo… https://t.co/59nhcPzLWM",29,59,0,1,Democratic,Republican
1098341010621382656,2019-02-20 21:57:57,RT @J_GallagherAD3: The stunning hypocrisy of Democrats should not be lost on anyone. They caved to Big Soda last year and these laws won’t…,7,0,0,0,Non-Aligned,Non-Aligned
1098336250719694848,2019-02-20 21:39:02,"RT @ShannonGroveCA: ICYMI: My statement on #HighSpeedRail Funds:
""I applaud the new Governor’s commitment to put the budget for high-speed…",11,0,0,0,Non-Aligned,Republican
1098286654501007361,2019-02-20 18:21:58,"We applaud and stand with the Trump Administration's global effort to end the criminalization of homosexuality. 
https://t.co/CCFBJ81PFa",38,105,0,1,Democratic,Democratic
1098284343154302976,2019-02-20 18:12:47,RT @AsmVinceFong: We are calling on the Joint Legislative Audit Committee to hold a hearing and approve our request for a comprehensive aud…,36,0,0,0,Non-Aligned,Non-Aligned
1098282400222609410,2019-02-20 18:05:03,"RT @L2ChangCA: Proud to have co-authored #SB248, joining the bipartisan effort to ease the financial burden on renters. For the first time…",4,0,0,0,Non-Aligned,Republican
1098006055647248384,2019-02-19 23:46:58,RT @ShannonGroveCA: A new study says 53% of Californians are considering fleeing to other states because of things like sky-high housing co…,18,0,0,0,Non-Aligned,Non-Aligned
1097994375307550720,2019-02-19 23:00:33,"Check out @AssemblyGOP
Leader @MarieWaldron75's Op-Ed --&gt; Water Tax...Really? ""Why are we being asked to pay a tax… https://t.co/WN9ZMv05EJ",9,10,0,1,Democratic,Republican
1097930821636259840,2019-02-19 18:48:01,Convention is just a few days away! It will be held at the Hyatt Regency Sacramento on Feb. 22-24. The program is c… https://t.co/aAgpG6UHQd,7,13,0,1,Non-Aligned,Republican
