id,created_at,text,retweet_count,favorite_count,media_count,url_count,Classification,Sentiment
1106649628311732226,2019-03-15 20:13:26,b'@NicolaSturgeon Thank you! I\xe2\x80\x99m so glad you\xe2\x80\x99re enjoying it :)',1,81,0,0,Republican,0.8271
1106648090981945346,2019-03-15 20:07:20,b'@NicolaSturgeon @CCriadoPerez I\xe2\x80\x99m trying to convince @CCriadoPerez to move to Edinburgh and join us in creating a gender equal country :)',0,26,0,0,Non-Aligned,0.296
1106494715342524416,2019-03-15 09:57:52,b'I\xe2\x80\x99ve had the privilege of speaking to many amazing people who\xe2\x80\x99ve donated a kidney to a stranger as part of our camp\xe2\x80\xa6 https://t.co/NgmpjRaAUK',8,30,0,1,Democratic,0.0
1106170515528519680,2019-03-14 12:29:37,b'8th best city in the world? Thanks @timeout. We\xe2\x80\x99ll take that - and there\xe2\x80\x99s even better still to come.\xe2\x80\xa6 https://t.co/j6ubSmZXoC',172,560,0,1,Democratic,0.8625
1106153850438848512,2019-03-14 11:23:23,b'Delighted to have taken up the challenge of a Thursday column in the @TheScotsman. My first is out today! https://t.co/GQ3491jifb',15,238,1,0,Republican,0.5994
1105966895314939910,2019-03-13 23:00:30,b'21 - how did you happen to me??!! \n\nLife is magical - make a wish and live your dreams! \xf0\x9f\x8e\x89\xe2\x9d\xa4\xef\xb8\x8f https://t.co/hnE0tw9Ule',1,62,1,0,Non-Aligned,0.5719
1105901522808946688,2019-03-13 18:40:44,b'@NicolaSturgeon Thank you so much for sharing and for your message. I really hope other survivors see this and find\xe2\x80\xa6 https://t.co/nNgrWr96K8',2,20,0,1,Democratic,0.8442
1105858481368780802,2019-03-13 15:49:42,"b'As many have rightly pointed out genuinely new in England, not Scotland (where it currently applies)'",55,326,0,0,Non-Aligned,0.0
1105855124398899202,2019-03-13 15:36:22,b'Sounds about right @NicolaSturgeon - thanks for leading the way \xf0\x9f\x92\xaa\xf0\x9f\x8f\xbb\xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\x8e\x89  #PeriodPoverty https://t.co/2RDhpEC1ur',3,48,1,0,Democratic,0.3612
1105733950675267586,2019-03-13 07:34:52,b'Anyway I\xe2\x80\x99m moving to Scotland',148,2090,0,0,Non-Aligned,0.0
1105139950331269121,2019-03-11 16:14:31,b'Thank you @NicolaSturgeon for taking the time to read and reply to some of our work. It means a great deal and show\xe2\x80\xa6 https://t.co/jh5XOSsopY',1,27,0,1,Republican,0.765
1105137359300018176,2019-03-11 16:04:13,b'This is outstanding. What incredible young people we have @AultmoreParkPri.  The children will have lots of interes\xe2\x80\xa6 https://t.co/luV4khIMLe',2,24,0,1,Democratic,0.0
1104830810681679874,2019-03-10 19:46:06,b'@SusaninLangside @GordonMhor They denounce Brexit from the stage and call for a 2nd Indyref the crowd (all German bar me) go wild',0,11,0,0,Non-Aligned,0.0
1104535391481315329,2019-03-10 00:12:13,"b""and to think, 6 months ago I didn't want to leave the house because of anxiety \nan amazing audience with a great se\xe2\x80\xa6 https://t.co/e9ig68THjR""",83,534,0,1,Republican,0.5964
1104458802638798850,2019-03-09 19:07:53,b'Great to have a visit from Dumfries &amp; Galloway councillor @KatieHagmannSNP at our Kelvin stall in Byres Road today.\xe2\x80\xa6 https://t.co/HuQIiPhQnM',4,17,0,1,Non-Aligned,0.5106
1104455945701281793,2019-03-09 18:56:31,b'Busy day for @SNPKelvin Campaigning locally for @theSNP #dayofaction and represented at the SNP Councillors Confere\xe2\x80\xa6 https://t.co/zXIIGWV7ba',12,37,0,1,Democratic,0.0
1104455461720461314,2019-03-09 18:54:36,b'Great day @FalkirkWfi and even got photobombed by the FM @NicolaSturgeon @snp ... well done @julstachurska an inspi\xe2\x80\xa6 https://t.co/6rupKWODgv',0,18,0,1,Republican,0.7351
1104442774584205313,2019-03-09 18:04:11,"b""It's a bit disconcerting to see your face on SNP leaflets all over Twitter.\n\xf0\x9f\x99\x88\nSpecial photo taken on a special day\xe2\x80\xa6 https://t.co/IaTggtPVaz""",5,20,0,1,Non-Aligned,0.4019
1104416316818112512,2019-03-09 16:19:03,"b'Fab @ClydesdaleSnp team braving the cold out in #Biggar today. Leaflets delivered in Biggar, Symington and Thankert\xe2\x80\xa6 https://t.co/7ZwjExPhWS'",16,57,0,1,Non-Aligned,0.7506
1104413071672594432,2019-03-09 16:06:09,b'Now in very sunny and blustery Dornoch - leafleting always gives me such a healthy glow! #activeSNP #sutherlandSNP https://t.co/aXNURKlfBu',10,25,1,0,Non-Aligned,0.0
1104410283362213893,2019-03-09 15:55:05,"b'Good to speak to so many Leithers today about schools, local developments, transport infrastructure &amp; Brexit. Encou\xe2\x80\xa6 https://t.co/FOgUcyL4zr'",36,92,0,1,Non-Aligned,0.4404
1104407614048423938,2019-03-09 15:44:28,b'Productive day of action today starting with a litter pick at Glentrool Park and then onto speaking to people on th\xe2\x80\xa6 https://t.co/DnPdzzJeLc',15,45,0,1,Non-Aligned,0.0
1104403673747197953,2019-03-09 15:28:49,b'@theSNP Leith Walk by election team today ready for campaigning today. #RobMunn4LeithWalk #VoteRobMunn1 #ActiveSNP https://t.co/EKT9ho4Vby',30,64,1,0,Democratic,0.0
1104399787678412800,2019-03-09 15:13:22,"b'Team out in #Bannockburn today, calling on the Tory UK Government to stop their Brexit madness which threatens jobs\xe2\x80\xa6 https://t.co/AJvD4DpQNW'",27,57,0,1,Non-Aligned,-0.7906
1104399086499889159,2019-03-09 15:10:35,b'Good day with @SusaninLangside @Paauul and some of the @CathcartSNP team chapping doors in Battlefield today. Posit\xe2\x80\xa6 https://t.co/82GvxcFJiA',41,132,0,1,Democratic,0.0772
1104398722841133056,2019-03-09 15:09:08,b'Great days work in Rutherglen. Thanks to @CambuslangSNP &amp; @BlantyreSNP for their help \xf0\x9f\x91\x8d #activeSNP https://t.co/wupFy919ft',34,94,1,0,Republican,0.8519
1104391214902714373,2019-03-09 14:39:18,b'Out and about in #Glenrothes earlier today.\nAlways like a yellow flower that manages to evade the colour sorting an\xe2\x80\xa6 https://t.co/yHn9wAN7V6',17,37,0,1,Non-Aligned,0.3612
1104388929854287872,2019-03-09 14:30:14,b'Loving seeing all your #activeSNP tweets from today\xe2\x80\x99s @theSNP day of action! Lots of voter ID ready to go into acti\xe2\x80\xa6 https://t.co/Zm3BuRI3k1',30,135,0,1,Democratic,0.6369
1104384203704152064,2019-03-09 14:11:27,b'Good to get out with the @snp_braes team for a spot of campaigning earlier today.  #ActiveSNP https://t.co/TcDmusgbGj',12,54,1,0,Republican,0.4404
1104382992695336961,2019-03-09 14:06:38,b'Good to be out campaigning alongside @RutherglenSNP on the @theSNP National Day of Action - great conversations on\xe2\x80\xa6 https://t.co/tQPgrVuxKc',18,56,0,1,Democratic,0.7906
1104381647426854915,2019-03-09 14:01:17,"b'In the Scottish Parliament chamber waiting for @SWCwomen event to begin. These chairs are quite comfy, I could get\xe2\x80\xa6 https://t.co/AqvabfE6m2'",9,112,0,1,Non-Aligned,0.0
1104380380361179136,2019-03-09 13:56:15,b'@NicolaSturgeon @ScotParl Give @youngwomenscot a big wave \xf0\x9f\x91\x8b from me \xf0\x9f\x8f\xb4\xf3\xa0\x81\xa7\xf3\xa0\x81\xa2\xf3\xa0\x81\xb3\xf3\xa0\x81\xa3\xf3\xa0\x81\xb4\xf3\xa0\x81\xbf',0,8,0,0,Non-Aligned,0.0
1104379947718721536,2019-03-09 13:54:32,"b""@NicolaSturgeon @ScotParl Give a wave to the Lockerbie Women's Group!""",0,2,0,0,Democratic,0.0
1104378962447355905,2019-03-09 13:50:37,b'Thanks to the fabulous #ActiveSNP volunteers who joined us for a cracking couple of hours campaigning in Tranent to\xe2\x80\xa6 https://t.co/nVTh4VFEPC',16,33,0,1,Democratic,0.5719
1104376355062464512,2019-03-09 13:40:16,b'Interesting response from the public today. People are seriously concerned about Brexit &amp; the utter incompetence of\xe2\x80\xa6 https://t.co/BTHgTo9kjA',13,33,0,1,Democratic,0.4019
1104375812638363649,2019-03-09 13:38:06,b'Good morning on the doors in Irvine for @RBFMaguire @CS_SNP #activeSNP https://t.co/68z0qaDoD4',5,23,1,0,Democratic,0.4404
1104375097136201729,2019-03-09 13:35:16,b'Team Kirky SNP out and about raising awareness of what the SNP have done to support and empower women all over Scot\xe2\x80\xa6 https://t.co/HFUX1Y5ibt',15,41,0,1,Non-Aligned,0.4019
1104373184051245057,2019-03-09 13:27:39,b'Out today with @CandC_SNP newest recruit \xf0\x9f\x90\xb6 Strong support in #Glenboig for @theSNP &amp; my thanks to those who took th\xe2\x80\xa6 https://t.co/6bi6fuMcXv',14,51,0,1,Republican,0.8176
1104365971811254275,2019-03-09 12:59:00,"b'Great wee canvass in Aberdeen today for @theSNP. Joined by Pam, who is studying us as part of a research project fo\xe2\x80\xa6 https://t.co/0yBKKtEgwR'",21,103,0,1,Non-Aligned,0.743
1104365022329790464,2019-03-09 12:55:14,"b'After a busy surgery in Hillhead Library, great to join an equally busy @SNPKelvin #activeSNP stall on Byres Road -\xe2\x80\xa6 https://t.co/JChtPLCGSD'",44,119,0,1,Democratic,0.6705
1104362608826728450,2019-03-09 12:45:38,b'Back to back campaigning in Coatbridge and Glenboig today for @theSNP Day of Action. Very positive and welcoming re\xe2\x80\xa6 https://t.co/4YRx2tEQpO',39,102,0,1,Democratic,0.0
1104360156895285249,2019-03-09 12:35:54,b'One of team @ProvanSNP out speaking to the residents of Dennistoun about our @theSNP City Government budget that de\xe2\x80\xa6 https://t.co/y08UcuJJQh',20,70,0,1,Democratic,0.0
1104357874942255104,2019-03-09 12:26:50,b'Even golf ball sized hail stones don\xe2\x80\x99t stop #TeamPaisley during an @theSNP Day of Action. #ActiveSNP https://t.co/YuTc7I72wW',8,36,1,0,Non-Aligned,-0.2263
1104352998237618177,2019-03-09 12:07:27,b'Hello from a cold but very sunny #Glenrothes! Great responses today on the doors for our @theSNP national\xe2\x80\xa6 https://t.co/E28ilR1hnx',43,173,0,1,Democratic,0.6249
1104350873105432576,2019-03-09 11:59:00,b'Out leafleting with @johnbearesnp and Davie Alexander in #Glenrothes this morning. #SNP #activeSNP https://t.co/f4wFhJTPq4',9,32,1,0,Democratic,0.0
1104347877042728960,2019-03-09 11:47:06,"b'Good canvassing in Dalmarnock with @Shettleston_SNP! Interesting how many people who used to be no to independence,\xe2\x80\xa6 https://t.co/bSP0sY7xQI'",78,255,0,1,Democratic,0.7096
1104345307104587776,2019-03-09 11:36:53,b'Sun\xe2\x80\x99s out \xe2\x98\x80\xef\xb8\x8f in #Eastwood where we\xe2\x80\x99re speaking to residents about @theSNP this morning. Huge anxiety about #Brexit\xe2\x80\xa6 https://t.co/I0AYD2bBXt',56,148,0,1,Democratic,0.3182
1104339078420594688,2019-03-09 11:12:08,b'Nice morning for some #ActiveSNP campaigning in Kildrum with @MastertonAlan https://t.co/PlocR8Zsys',9,38,1,0,Democratic,0.4215
1104116081780678656,2019-03-08 20:26:02,b'@NicolaSturgeon @ChristinaSNP Blair\xe2\x80\x99s choice of bedtime reading on #IWD2019 Thank you ladies for helping to lead th\xe2\x80\xa6 https://t.co/HyU1Qxhf23',1,4,0,1,Democratic,0.6369
1104090780757573633,2019-03-08 18:45:29,"b'Is it just me, or do we look like some sort of dance crew here? \n#IWDay2019 #genderbalance #BalancedForBetter\xe2\x80\xa6 https://t.co/xAebpGbR96'",0,35,0,1,Non-Aligned,0.3612
1104080015917006848,2019-03-08 18:02:43,b'Sisters and brothers should not be separated from each other when they go into care because of resource. They also\xe2\x80\xa6 https://t.co/6rHMIjNgaU',76,256,0,1,Democratic,0.4939
1104072955129200642,2019-03-08 17:34:39,b'I am sending my one to FM @NicolaSturgeon and @fionacarereview \xe2\x99\xa5\xef\xb8\x8f\xf0\x9f\xa5\xb0HAppy International Women\xe2\x80\x99s day Ladies \xf0\x9f\xa5\xb0\xe2\x99\xa5\xef\xb8\x8f\xf0\x9f\x92\xaa https://t.co/Djxxar2bgL',1,12,0,1,Non-Aligned,0.0
1104011045541212161,2019-03-08 13:28:39,"b'Single into town please, driver. https://t.co/1AlfTr5xUL'",13,280,1,0,Democratic,0.0
1103983482328489984,2019-03-08 11:39:07,"b""Delighted to be at Edinburgh City Chambers to hear @NicolaSturgeon launch Scottish Government's #GenderPayGap strat\xe2\x80\xa6 https://t.co/eP6BkK6A9R""",19,53,0,1,Non-Aligned,0.5994
1103942760321769472,2019-03-08 08:57:18,"b'When we launched our #thisayrshiregirlcan campaign @AyrshireColl on IWD 2016, just a couple of proud mums with thei\xe2\x80\xa6 https://t.co/ZHLgzCgnic'",6,54,0,1,Non-Aligned,0.4767
1103925373341904896,2019-03-08 07:48:13,b'A quick pic with some ministerial colleagues committed to women\xe2\x80\x99s rights today &amp;every day. Proud to be part of Scot\xe2\x80\xa6 https://t.co/2ypfuovxOw',103,421,0,1,Democratic,0.6486
1103742857104502786,2019-03-07 19:42:58,b'@NicolaSturgeon @CCriadoPerez Great minds #IWD19 #worldbookday19 https://t.co/vKzgrx44DR',0,7,1,0,Non-Aligned,0.6249
1103587352247713797,2019-03-07 09:25:03,b'Some photos of our fantastic new library which opened this morning! What a fantastic space to enjoy a good book!\xe2\x80\xa6 https://t.co/Ms3NTOqD4L',22,166,0,1,Non-Aligned,0.7269
1103573895465046016,2019-03-07 08:31:34,"b""Thank you so much Nicola. This means the world to me. What better way to mark #WorldBookDay and my book's birthday\xe2\x80\xa6 https://t.co/MyooEAsSVk""",14,143,0,1,Non-Aligned,0.6597
1103566094470692864,2019-03-07 08:00:34,b'@NicolaSturgeon Currently reading &amp; on bedside table... happy #WorldBookDay \n.\n.\n#GraemeMcCraeBurnet\xe2\x80\xa6 https://t.co/ry2jKoHGQ7',0,2,0,1,Non-Aligned,0.0
1103372078537936896,2019-03-06 19:09:37,"b'@NicolaSturgeon @BBCScotlandNews All the staff and patients in the MBU watched baby Grace on the TV this evening, such a special moment \xe2\x99\xa5\xef\xb8\x8f'",2,41,0,0,Republican,0.6705
1103371135616512001,2019-03-06 19:05:53,b'@BBCScotlandNews @NicolaSturgeon Thank you so much for visiting our mother and baby unit today! Baby grace loved me\xe2\x80\xa6 https://t.co/PFYfCveftb',7,101,0,1,Republican,0.8591
1103348727790661632,2019-03-06 17:36:50,b'@NicolaSturgeon @ScottishTUC I really enjoyed today. Thank you for taking the time to meet with us.',0,5,0,0,Republican,0.6908
1103278589129175043,2019-03-06 12:58:08,b'@NicolaSturgeon When my little wolf man met you last year. You had just told him straddling 2 chairs for a pose mig\xe2\x80\xa6 https://t.co/lvY2F1jUTp',2,42,0,1,Democratic,0.0
1103274642263998465,2019-03-06 12:42:27,b'Heading to Brussels to represent @YSINational at the @EFA_Youth General Assembly! #EAFyGA2019 #EuropeOfAllPeoples\xe2\x80\xa6 https://t.co/DZ11UM0qfZ',4,47,0,1,Democratic,0.0
1103270198990303232,2019-03-06 12:24:47,b'The First Minister &amp; @PMHN_Scot have transformed the future of Perinatal mental health in Scotland today. Incredibl\xe2\x80\xa6 https://t.co/2mQdMcqSYV',111,264,0,1,Non-Aligned,0.0
1103215732563853314,2019-03-06 08:48:22,b'Very excited to be heading to the launch of @PMHN_Scot Services Report by @NicolaSturgeon and @haughey_clare',4,33,0,0,Non-Aligned,0.0
1102953081405345793,2019-03-05 15:24:41,b'@NicolaSturgeon was trying to make out that she\xe2\x80\x99d made those brownies herself. Very reminiscent of @MareeToddMSP an\xe2\x80\xa6 https://t.co/aew0v1MIxV',0,9,0,1,Non-Aligned,0.0
1102945075787714560,2019-03-05 14:52:52,b'@cathymac59 @NicolaSturgeon @Creative_Voices @OfficialSYP @JohnSwinney @ScotGovEdu Love the photo of them all on th\xe2\x80\xa6 https://t.co/iU9sryGhsY',1,8,0,1,Non-Aligned,0.6369
1102611626132410371,2019-03-04 16:47:51,b'Feels good to be back to winning ways with a brilliant team performance \xf0\x9f\x8f\xb4\xf3\xa0\x81\xa7\xf3\xa0\x81\xa2\xf3\xa0\x81\xb3\xf3\xa0\x81\xa3\xf3\xa0\x81\xb4\xf3\xa0\x81\xbf\xf0\x9f\x92\x99 https://t.co/pFfMuAXxqG',17,509,0,1,Non-Aligned,0.8885
1102599068256153600,2019-03-04 15:57:57,b'Fabulous lunch to launch MA week after a visit to @FVCollege from @NicolaSturgeon.    #ScotAppWeek19\xe2\x80\xa6 https://t.co/GrU9QKI6jr',0,7,0,1,Non-Aligned,0.0
1102477780439257088,2019-03-04 07:56:00,"b'@NicolaSturgeon @WomensPrize Thank you SO much, @NicolaSturgeon!!  Your support of #SwanSong has meant the world to\xe2\x80\xa6 https://t.co/3PmdQ6oLpd'",0,5,0,1,Non-Aligned,0.765
1101968357916594176,2019-03-02 22:11:44,"b""So proud of the team at @CricketScotland for winning this global bid. More top quality women's sport coming to Scot\xe2\x80\xa6 https://t.co/5WLgfUUUhs""",10,82,0,1,Non-Aligned,0.8271
1101913517802864640,2019-03-02 18:33:49,"b'Great author. Speaking only personally, I prefer the American title and cover. That doesn\xe2\x80\x99t happen often. Recommend\xe2\x80\xa6 https://t.co/I442i3EhYb'",0,9,0,1,Democratic,0.6249
1101882995705810945,2019-03-02 16:32:32,"b""It has been decided at this week's ICC Board meetings that @CricketScotland will host the Women's #T20WorldCup Qual\xe2\x80\xa6 https://t.co/TZfhQsCEtL""",74,727,0,1,Democratic,0.34
1101174411573579776,2019-02-28 17:36:53,b'Nicolas words today \xe2\x80\x98 you beat the system Savannah but you shouldn\xe2\x80\x99t have had to fight it\xe2\x80\x99 \xf0\x9f\x91\x8c\xf0\x9f\x8f\xbd so proud of u Savi fo\xe2\x80\xa6 https://t.co/SZ5JOYTRtV',1,24,0,1,Republican,0.128
1101174393504481280,2019-02-28 17:36:48,b'What a surreal day! Haha So proud of this girl today @SavVobrienX meeting with @NicolaSturgeon and talking about he\xe2\x80\xa6 https://t.co/L8JshgKWGT',13,112,0,1,Democratic,0.7269
1100854602541473799,2019-02-27 20:26:04,b'I can\xe2\x80\x99t believe that today was my last official get together with communic-18! I have so much love for all these gu\xe2\x80\xa6 https://t.co/DgL4eD7wj3',5,31,0,1,Democratic,0.6369
1100806662254968833,2019-02-27 17:15:34,b'The last two years of #Communic18 have been an absolute blast. We\xe2\x80\x99ve worked all over Scotland (and abroad) and with\xe2\x80\xa6 https://t.co/G7OKxTMkEA',4,34,0,1,Non-Aligned,0.0
1100804284264923140,2019-02-27 17:06:07,b'Thank you so much to @ScotGovFM @NicolaSturgeon for being such a wonderful host this afternoon: what an incredible\xe2\x80\xa6 https://t.co/P4UoPio0BQ',5,27,0,1,Republican,0.3612
1100801075538477056,2019-02-27 16:53:22,b'Such an incredible end to an amazing year \xf0\x9f\x8e\x89 I can\xe2\x80\x99t thank @YoungScot enough for all the opportunities they have giv\xe2\x80\xa6 https://t.co/VvtAFkMi85',5,48,0,1,Democratic,0.3612
1100800393603366912,2019-02-27 16:50:40,"b'Soooooo... today was the final gathering of #Communic18. \xf0\x9f\x98\x93 Nevertheless, was brilliant to celebrate our achievement\xe2\x80\xa6 https://t.co/5jHtTUJOsS'",5,41,0,1,Democratic,0.5859
1100797752248856577,2019-02-27 16:40:10,"b""My first official tweet! Thank you everyone for making this such a special and life-changing journey\xf0\x9f\x92\x96 here's to our\xe2\x80\xa6 https://t.co/iL7HBRF9r0""",12,50,0,1,Republican,0.6369
1100792047991177217,2019-02-27 16:17:30,b'What a special afternoon! Thank you to @NicolaSturgeon @ScotGovFM for taking time out of her busy schedule to perso\xe2\x80\xa6 https://t.co/6B5bccRtg6',36,134,0,1,Republican,0.6369
1100779271780478977,2019-02-27 15:26:44,b'\xe2\x81\xa6@Racho07\xe2\x81\xa9 from #Communic18 receiving her thank you gift from \xe2\x81\xa6@NicolaSturgeon\xe2\x81\xa9 for all the work and dedication thr\xe2\x80\xa6 https://t.co/ryUZFr7CZo',18,93,0,1,Republican,0.6597
1100777335081631744,2019-02-27 15:19:02,"b'Robert McCall MSYP meeting @ScotGovFM @NicolaSturgeon at this afternoon\xe2\x80\x99s @YOYP2018 event, celebrating the work of\xe2\x80\xa6 https://t.co/9aoskdUdjE'",6,37,0,1,Non-Aligned,0.0
1100776715574493185,2019-02-27 15:16:35,b'Great to see two of our amazing Trustees (@RMcCall_MSYP &amp; @too_fab_4_you) celebrate their role in Scotland\xe2\x80\x99s\xe2\x80\xa6 https://t.co/mdLw84nlYH',7,22,0,1,Republican,0.6249
1100773451252535302,2019-02-27 15:03:36,b'We loved being part of @YOYP2018 working with amazing children and young people and partners @YoungScot\xe2\x80\xa6 https://t.co/OGSjomp0sY',8,34,0,1,Non-Aligned,0.6369
1100770643962970113,2019-02-27 14:52:27,b'\xe2\x80\x9cWe managed to achieve so much more than we anticipated... and being involved in co-design\xe2\x80\x9d #Communic18 \n\nCelebrati\xe2\x80\xa6 https://t.co/G8qLdagujz',5,21,0,1,Non-Aligned,0.0
1100765141992464386,2019-02-27 14:30:35,b'A HUGE thank you to all the children and young people across Scotland who participated fantastically in #YOYP2018 \xf0\x9f\x91\x8f\xe2\x80\xa6 https://t.co/F0vgbSPhuH',8,34,0,1,Non-Aligned,0.5859
1100764114916388864,2019-02-27 14:26:30,b'This afternoon @ScotGovFM @NicolaSturgeon is meeting with #Communic18 to hear about their @YOYP2018 highlights and\xe2\x80\xa6 https://t.co/IKSpcGKZ42',12,46,0,1,Republican,0.34
1100430656679628801,2019-02-26 16:21:28,"b'Always grateful that we have a First Minister who so passionately supports the book industry, and particularly grat\xe2\x80\xa6 https://t.co/qU1trc4QzA'",23,193,0,1,Non-Aligned,0.6908
