,Text,Classification,Sentiment
25, Today you-must admit that I have fulfilled my promises,Conservative,0.2023
26, ,Non-Aligned,0.0
27,The Four-Year Plan will give permanent employment to those workmen who are now being released from the armament industry,Non-Aligned,0.0
28, It is significant for the gigantic economic development of our people that there is today a lack of trained workmen in many industries,Anti-Labour,-0.3182
29," There will be no strikes or lockouts in Germany, because every one has to serve the interests of the entire nation",Labour,0.5994
30,"Education of the people will never come to an end, and this education includes the Hitler Youth, the Labor Service, the Party, and the Army,, as well as books, newspapers, theaters, and films",Non-Aligned,0.2732
31,The restoration of Germany's equality of status was an event which exclusively concerns Germany herself,Labour,0.0
32, We have never taken anything from any people or harmed any people,Anti-UKIP,-0.5423
33, In this sense I will deprive the German railways and the Reichsbank of their former character and place both without reservation under the sovereignty of the Government,Conservative,0.0
34,The time of so-called surprises has thus been ended,Labour,0.34
35,"I solemnly withdraw the German signature from the declaration, extracted by force from a weak Government against its better judgment, that Germany was responsible for the War",Anti-Green,-0.5994
36,The restoration of the honor of the German people was the most difficult and the most audacious task and work of my life,Non-Aligned,0.1779
37,"As an equal State, Germany is conscious of its European task to co-operate loyally in removing the problems which affect us and other nations",UKIP,0.1027
38, My views concerning these prob- lems can perhaps be most suitably stated by referring to the statements recently made by Mr,SNP,0.0
39, Eden in the House of Commons,Labour,0.0
40, I should like to express my sincere thanks for the opportunity of making a reply offered me by the frank and notable statement of the British Foreign Minister,LibDem,0.6124
41,"I shall first try to correct what seems to me a most regrettable error - namely, that Germany never had any intention of isolating herself, of passing by the events of the rest of the world without sharing them, or that she does not want to pay any consideration to general necessities",Anti-UKIP,-0.6381
42, I should like to assure Mr,UKIP,0.3612
43, Eden that we Germans do not in the least want to be isolated and that we do not feel at all that we are isolated,Anti-Conservative,-0.0572
44," Our relations with most States are normal, and are very friendly with quite a number",Conservative,0.0772
45," I only call your attention to our agreement with Poland, our agreement with Austria, our excellent relations with Italy, our friendly relations with Hungary, Yugoslavia, Bulgaria, Greece, Portugal, Spain, etc",Conservative,0.8555
46,", and our no less friendly relations with a whole series of nations outside Europe",Conservative,0.0
47, The agreement with Japan for fighting the Comintern is a virile proof of how little the German Government is thinking of isolating itself,LibDem,0.1531
48,"Germany, and I solemnly repeat this here, has declared that there can be no humanly conceivable object of dispute whatsoever between Germany and France",SNP,0.34
49,The German Government has assured Belgium and Holland of its readiness to recognize and guarantee these States as untouchable and neutral regions for all time,Non-Aligned,0.34
50,From the economic point of view there is not the least reason to assert that Germany is giving up international cooperation,Labour,0.0
51,"When I consider the speeches of many statesmen in the last few months, the impression may be obtained that the whole world is waiting to inundate Germany with economic favors, which we refuse to share",Labour,0.7783
52, The German people have been making commercial treaties to bring about a more lively exchange of goods,Conservative,0.4404
53, German foreign trade has increased since 1932 both in volume and in value,Conservative,0.34
54,I do not believe that there can be durable economic cooperation except on the basis of a new mutual exchange of goods,Conservative,0.4404
55, World economics are not suffering from any refusal of Germany to participate in them,Anti-Green,-0.5423
56, When we got into power the world economic crisis was worse than today,Labour,0.0
57,I fear that I must interpret Mr,Anti-UKIP,-0.4939
58, Eden's words as meaning that he sees in the carrying out of the Four-Year Plan a refusal of international relations on the part of Germany,Labour,0.0
59, The decision to carry out this plan does not allow of any change,LibDem,0.2263
60, Germany has an enormous number of people who do not only want to work but to eat,UKIP,0.4588
61," I cannot build the future of the German nation on the assurances of a foreign statesman or on any international help, but only on the real facts of production",Conservative,0.4019
62,"If Europe does not awaken to the danger of bolshevist infection, commerce will decrease in spite of all the good will of individual statesmen",Anti-UKIP,-0.5994
63, Therefore I am not in a position to judge the economic future of Europe as optimistically as Mr,Conservative,0.5267
64, Eden apparently does,Non-Aligned,0.0
65," I rejoice at every increase of our foreign trade, but in view of the political situation I shall not regret anything that will guarantee to the German people their existence when other nations have perhaps become the victims of bolshevist infection",Anti-Conservative,-0.5994
66," The British Foreign Minister offers us theoretical prospects of existence, whereas in reality totally different things are happening - for instance, the revolutionizing of Spain has driven 15,000 Germans from the country and done great harm to our commerce",Green,0.6369
67, Should this revolutionizing of Spain spread to other European countries the damage would be increased,Green,0.0
68,The League of Nations has never been a real league of peoples,Labour,0.34
69," A number of great nations do not belong to it or have left it, without anybody being able to assert that these countries were in favor of a policy of isolation",Labour,0.7964
70," I think, therefore, that in this respect Mr",UKIP,0.4767
71, Eden misjudges Germany's intentions and views,Conservative,0.0
72," I have already tried to bring about a good understanding in Europe, and I have especially assured the British people and Government how ardently we wish for sincere and hearty co-operation with them",LibDem,0.8271
73,"The division into two parts, not only of Europe but of the rest of the world, is an accomplished fact",Non-Aligned,0.4215
74," It is to be regretted that the British Government did not decide earlier that a division of Europe must be avoided under all circumstances, for then we would not have had a Treaty of Versailles",Anti-Conservative,-0.6124
75,"Secondly, division has been brought about by the proclamation of the bolshevist doctrine, the chief feature of which is to enforce itself on all peoples",Non-Aligned,0.34
76, For Mr,UKIP,0.0
77," Eden, bolshevism is perhaps a thing which has its seat in Moscow, but for us it is a pestilence against which we have had to struggle at the cost of much bloodshed - a pestilence which tried to make of our country the same desert as Spain",Labour,0.34
78," National Socialism has not sought to conquer bolshevism in Russia, but Jewish International Moscow Bolshevists have tried to invade Germany and are still trying to",UKIP,0.34
79, It is not suitable that National Socialist Germans should ever hope to protect bolshevism or that we should ever accept help from a bolshevist State,UKIP,0.8689
80,Three times I have made concrete offers for armament restriction or at least limitation,Anti-LibDem,-0.3818
81, These offers were rejected,Non-Aligned,-0.4019
82,It would be better to mention in the first instance the armaments of that Power which is the basis of the armaments of all the others,Green,0.4404
83, Mr,UKIP,0.0
84, Eden believes that in future all States should have only that armament which is necessary for their defense,Non-Aligned,0.0
85, I do not know whether Mr,UKIP,0.0
86, Eden has already got into touch with Moscow about the realization of this fine idea or what assurances he has got there,Non-Aligned,0.6808
87," I must, however, state one thing",Non-Aligned,0.0
88, It is absolutely clear that the amount of armaments for defense is determined by the degree of dangers which threaten a country,Anti-Green,-0.5267
89, We cannot imagine anyone outside London being competent to estimate the strength necessary for the protection of the British Empire,LibDem,0.7003
90, The estimate of our need for protection is decided exclusively in Berlin,LibDem,0.3818
91, A general recognition of these principles would contribute to a lessening of the tension,Anti-Labour,-0.3182
92, Germany is happy to have found Italy and Japan to be of the same opinion,Non-Aligned,0.0
93, Nobody welcomed the apparent lessening of the tension in the Mediterranean brought about by the Anglo-Italian agreement more than we,LibDem,0.2263
94,Germany has no interest in Spain but the cultivation of those economic relations which Mr,Green,0.6597
95, Eden himself has described as so important and profitable,Labour,0.6486
96,Germany has no colonial claims on countries which have taken no colonies away from her,UKIP,0.34
97," Our sympathies with General Franco and his Government are in the first place of a general nature, but they are also based on the hope that the consolidation of a real National Spain may lead to a strengthening of the European economic system",Labour,0.6369
98, We are ready to do everything which may lead to a restoration of orderly conditionsin Spain,Non-Aligned,0.0
99,"During the last 100 years a number of new nations have arisen in Europe which, owing to their incapacity, have been of no economic importance and almost of no political significance",SNP,0.0772
100, They have brought into the world new tensions,Non-Aligned,-0.3182
101," The new Italian State, however, is a reality",Non-Aligned,0.0
102, The German people and the German Reich are also a reality,Green,0.0
103, The Polish people and State are also a reality,Non-Aligned,0.0
104,The unreasonable division of the world into peoples who have and peoples who have not does not remove or solve problems,Anti-Green,-0.4019
105," If it is to be the task of the League of Nations only to guarantee the existing state of the world and to safeguard it for all time, then we might as well entrust it also with the task of guarding the high tide and the low tide, or of regulating for the future the direction of the Gulf Stream",Green,0.3818
106, Its continued existence depends on the extent to which it is realized that necessary reforms which concern the relations of the nations must be considered and put into practice,Non-Aligned,0.0
107,"The German people once built up a Colonial Empire, without robbing anyone and without any war",UKIP,0.7244
108, This was taken away from us,Labour,0.0
109," It was said that the natives did not want to belong to Germany, that the colonies were not adminis- tered properly by the Germans, and that these colonies had no true value",Green,0.4767
110," If this is true, this valuelessness would also apply to the other nations, and there is no reason why they should wish to keep them from us",Labour,0.6705
111," Germany has never demanded colonies for military purposes, but exclusively for economic ones",UKIP,0.4157
112," It is obvious that in times of general prosperity the value of certain territories may shrink, but it is just as clear that in time of distress such value changes",Labour,0.0772
113, Today Germany lives in a time of fierce struggle for foodstuffs and raw materials,Non-Aligned,0.0
114, Sufficient imports are only conceivable if there is a continued increase in our exports,Conservative,0.0
115, Therefore the demand for colonies for our densely populated country will again and again be raised as a matter of course,Anti-UKIP,-0.1027
116,"I should like to express a few opinions on possible ways of bringing about a genuine pacification of Europe, and beyond:-1",LibDem,0.3612
117, It is in the interests of all nations that individual countries should possess stable political and economic conditions,Labour,0.4588
118, This is the most important condition for lasting and solid economic and political relations between the nations,Conservative,0.1531
119,2,Non-Aligned,0.0
120, The vital interests of the different nations must be frankly recognized,Non-Aligned,0.6369
121,3,Non-Aligned,0.0
122," The League of Nations, to be effective, must be reformed and must become an organ of evolutionary common sense and not remain an organ of inactivity",Green,0.0
123,4,Non-Aligned,0.0
124, The relations of the nations with one another can only be regulated and solved on a basis of mutual respect and absolute equality,Conservative,0.4767
125,5,Non-Aligned,0.0
126," It is impossible to make one nation responsible for armaments or another responsible for armaments limitation, but it is necessary to see this problem as it really is",Anti-Green,-0.4019
127,6,Non-Aligned,0.0
128," It is impossible to maintain peace so long as an international, irresponsible clique continues its agitation un-checked",LibDem,0.0
129, I greatly regret that the British Foreign Minister did not state categorically that there was not one word of truth in the calumnies about Morocco spread by these international war agitators,Anti-UKIP,-0.6597
130," Thanks to the loyalty of a foreign diplomat and his Government, the immediate clearing up of this stirring case was made possible, but is it not conceivable that on another occasion it might not be possible to enable the truth to come to light so quickly, and what would happen then?7",Green,0.7506
131, It has been proved that European problems can be solved properly only within the limits of the possible,Anti-Green,-0.0772
132, Germany is hoping to have close and friendly relations with Italy,Conservative,0.4404
133, May we succeed in paving the way for such relations with other European countries,Conservative,0.4939
134, The German Reich will watch over its security and honor with its strong Army,Non-Aligned,0.7579
135," On the other hand, convinced that there can be no greater treasure for Europe than peace, it will always be a reasonable supporter of those European ideals of peace, and will be conscious of its responsibilities",Green,0.8957
136,8,Non-Aligned,0.0
137," It would be profitable to European peace as a whole if, in the treatment of the nationalities who are forced to live as minorities within other nations, mutual consideration were shown for national honor and consciousness",Green,0.7269
138, This would lead to a decisive lessening of tension between the nations who are forced to live side by side and whose State frontiers are not identical with the frontiers of the people,Anti-Conservative,-0.3182
139,In concluding these remarks I should like to deal with the document which the British Government addressed to the German Government on the occasion of the occupation of the Rhineland,Labour,0.3612
140," We are convinced that the British Government at that time did everything to lessen the tension, and that the document in question was intended to contribute to disentangling the situation",Anti-LibDem,-0.3182
141," Nevertheless it was not possible for the German Government, for reasons which the British Government will certainly appreciate, to reply to those questions",LibDem,0.0
142,We preferred to settle some of those questions in the most natural way by the practical improvement of our relations with our neighbors,Non-Aligned,0.0
143," I should like to state now that completeGerman sovereignty and equality have been restored, and that Germany will never sign a treaty which is in any way incompatible with the honor of the nation and of the Government which represents it, or which otherwise is incompatible with Germany's vital interests and therefore in the long run cannot be kept",UKIP,0.872
144," With all my heart I hope that the intelligence and good will of responsible European governments will succeed, in spite of all opposition, in preserving peace for Europe",LibDem,0.6808
145, Peace is our dearest treasure,Non-Aligned,0.5574
146,"When I look upon the work of the past four years my first feeling is of gratitude to the Almighty who made it possible, and who has blessed our work and enabled us to pass through all obstacles",Non-Aligned,0.6369
147,I have had three unusual friends in my life,Non-Aligned,0.4939
148," ln my youth, poverty accompanied me for many years",Labour,0.0
149, When the Great War came to an end it was great sorrow that took hold of me and prescribed my path - sorrow at the collapse of our people,Anti-Labour,-0.3612
150, Since January 30 four years ago I have made the acquaintance of anxiety as the third friend - anxiety for the people and Reich which have been confided to my leadership,Non-Aligned,0.4939
151," Since that time it has never left me, and in all probability will accompany me to my end",Non-Aligned,0.34
152, How could a man shoulder the burden of this anxiety if he had not faith in his mission and the consent of Him who stands above us?,Conservative,0.2023
