,Text,Classification,Sentiment
171,That means I do not want Britain to be part of the Common Commercial Policy and I donot want us to be bound by the Common External Tariff,Labour,0.1531
172, These are the elements of theCustoms Union that prevent us from striking our own comprehensive trade agreementswith other countries,Anti-Labour,-0.1027
173, But I do want us to have a customs agreement with the EU,Conservative,0.5423
174,"Whether that means we must reach a completely new customs agreement, become anassociate member of the Customs Union in some way, or remain a signatory to someelements of it, I hold no preconceived position",Conservative,0.5106
175, I have an open mind on how we do it,Non-Aligned,0.0
176," Itis not the means that matter, but the ends",Conservative,0.0258
177,And those ends are clear: I want to remove as many barriers to trade as possible,LibDem,0.34
178," And Iwant Britain to be free to establish our own tariff schedules at the World Trade Organisation, meaning we can reach new trade agreements not just with the EuropeanUnion but with old friends and new allies from outside Europe too",LibDem,0.8689
179,10,Non-Aligned,0.0
180, The best place for science and innovationA Global Britain must also be a country that looks to the future,Conservative,0.6369
181, That means being oneof the best places in the world for science and innovation,Non-Aligned,0.6369
182,"One of our great strengths as a nation is the breadth and depth of our academic andscientific communities, backed up by some of the world's best universities",Non-Aligned,0.91
183, And we havea proud history of leading and supporting cutting-edge research and innovation,LibDem,0.7003
184,"So we will also welcome agreement to continue to collaborate with our Europeanpartners on major science, research, and technology initiatives",Non-Aligned,0.4939
185,"From space exploration to clean energy to medical technologies, Britain will remain atthe forefront of collective endeavours to better understand, and make better, the worldin which we live",Labour,0.8176
186,11,Non-Aligned,0.0
187," Cooperation in the fight against crime and terrorismAnd a Global Britain will continue to cooperate with its European partners in importantareas such as crime, terrorism and foreign affairs",Anti-UKIP,-0.9186
188,"All of us in Europe face the challenge of cross-border crime, a deadly terrorist threat,and the dangers presented by hostile states",Anti-Green,-0.9118
189," All of us share interests and values incommon, values we want to see projected around the world",Labour,0.6705
190,"With the threats to our common security becoming more serious, our response cannotbe to cooperate with one another less, but to work together more",Anti-Labour,-0.5267
191, I therefore want ourfuture relationship with the European Union to include practical arrangements onmatters of law enforcement and the sharing of intelligence material with our EU allies,Green,0.3612
192,I am proud of the role Britain has played and will continue to play in promoting Europe'ssecurity,Conservative,0.8519
193," Britain has led Europe on the measures needed to keep our continent secure -whether it is implementing sanctions against Russia following its action in Crimea,working for peace and stability in the Balkans, or securing Europe's external border",Conservative,0.34
194, Wewill continue to work closely with our European allies in foreign and defence policy evenas we leave the EU itself,Conservative,0.0
195,12,Non-Aligned,0.0
196," A smooth, orderly BrexitThese are our objectives for the negotiation ahead - objectives that will help to realiseour ambition of shaping that stronger, fairer, Global Britain that we want to see",Conservative,0.6808
197,"They are the basis for a new, strong, constructive partnership with the European Union -a partnership of friends and allies, of interests and values",Conservative,0.8591
198, A partnership for a strong EUand a strong UK,Conservative,0.765
199,But there is one further objective we are setting,Non-Aligned,0.0
200," For as I have said before - it is in noone's interests for there to be a cliff-edge for business or a threat to stability, as wechange from our existing relationship to a new partnership with the EU",Anti-Conservative,-0.1027
201,"By this, I do not mean that we will seek some form of unlimited transitional status, inwhich we find ourselves stuck forever in some kind of permanent political purgatory",UKIP,0.34
202,"That would not be good for Britain, but nor do I believe it would be good for the EU",Conservative,0.7003
203,"Instead, I want us to have reached an agreement about our future partnership by thetime the two-year Article Fifty process has concluded",Conservative,0.7184
204,"From that point onwards, we believe a phased process of implementation, in which bothBritain and the EU institutions and member states prepare for the new arrangementsthat will exist between us will be in our mutual self-interest",Conservative,0.0
205, This will give businessesenough time to plan and prepare for those new arrangements,Labour,0.0
206,"This might be about our immigration controls, customs systems or the way in which wecooperate on criminal justice matters",LibDem,0.0258
207, Or it might be about the future legal andregulatory framework for financial services,Labour,0.128
208," For each issue, the time we need to phaseinthe new arrangements may differ",Labour,0.0
209," Some might be introduced very quickly, somemight take longer",Non-Aligned,0.0
210, And the interim arrangements we rely upon are likely to be a matterof negotiation,Green,0.3612
211,"But the purpose is clear: we will seek to avoid a disruptive cliff-edge, and we will doeverything we can to phase in the new arrangements we require as Britain and the EUmove towards our new partnership",SNP,0.1027
212,"So, these are the objectives we have set",Non-Aligned,0.0
213, Certainty wherever possible,Non-Aligned,0.0
214, Control of ourown laws,Conservative,0.0
215, Strengthening the United Kingdom,Conservative,0.3182
216, Maintaining the Common Travel Areawith Ireland,SNP,0.0
217,Control of immigration,Labour,0.0
218," Rights for EU nationals in Britain, and British nationals in the EU",UKIP,0.0
219,Enhancing rights for workers,Labour,0.0
220, Free trade with European markets,UKIP,0.5106
221, New tradeagreements with other countries,Labour,0.0
222, A leading role in science and innovation,Non-Aligned,0.0
223," Cooperationon crime, terrorism and foreign affairs",Anti-UKIP,-0.7845
224," And a phased approach, delivering a smooth andorderly Brexit",Conservative,0.0
225,This is the framework of a deal that will herald a new partnership between the UK andthe EU,SNP,0.0
226,"It is a comprehensive and carefully considered plan that focuses on the ends, not justthe means - with its eyes fixed firmly on the future, and on the kind of country we will beonce we leave",Conservative,0.765
227,It reflects the hard work of many in this room today who have worked tirelessly to bringit together and to prepare this country for the negotiation ahead,Anti-Labour,-0.1027
228,"And it will, I know, be debated and discussed at length",Conservative,0.0
229, That is only right,Non-Aligned,0.0
230," But those whourge us to reveal more - such as the blow-by-blow details of our negotiating strategy,the areas in which we might compromise, the places where we think there are potentialtrade-offs - will not be acting in the national interest",Labour,0.4588
231,Because this is not a game or a time for opposition for opposition's sake,Non-Aligned,0.0
232, It is a crucialand sensitive negotiation that will define the interests and the success of our country formany years to come,Labour,0.7717
233, And it is vital that we maintain our discipline,Non-Aligned,0.296
234,That is why I have said before - and will continue to say - that every stray word andevery hyped up media report is going to make it harder for us to get the right deal forBritain,Conservative,0.0
235,"Our opposite numbers in the European Commission know it, which is why they arekeeping their discipline",UKIP,0.0772
236," And the ministers in this Government know it too, which is whywe will also maintain ours",Labour,0.0
237,"So however frustrating some people find it, the Government will not be pressured intosaying more than I believe it is in our national interest to say",LibDem,0.4588
238," Because it is not my job tofill column inches with daily updates, but to get the right deal for Britain",Labour,0.0
239, And that is whatI intend to do,Non-Aligned,0.0
240,I am confident that a deal - and a new strategic partnership between the UK and the EU- can be achieved,Conservative,0.0
241,"This is firstly because, having held conversations with almost every leader from everysingle EU member state; having spent time talking to the senior figures from theEuropean institutions, including President Tusk, President Juncker, and PresidentSchulz; and after my Cabinet colleagues David Davis, Philip Hammond and BorisJohnson have done the same with their interlocutors, I am confident that the vastmajority want a positive relationship between the UK and the EU after Brexit",Conservative,0.0772
242,And I am confident that the objectives I am setting out today are consistent with theneeds of the EU and its Member States,Conservative,0.0
243,"That is why our objectives include a proposed Free Trade Agreement between Britainand the European Union, and explicitly rule out membership of the EU's Single Market",UKIP,0.7579
244," Because when the EU's leaders say they believe the four freedoms of the Single Marketare indivisible, we respect that position",Conservative,0.8074
245," When the 27 Member States say they want tocontinue their journey inside the European Union, we not only respect that fact butsupport it",Labour,0.5267
246,"Because we do not want to undermine the Single Market, and we do not want toundermine the European Union",UKIP,0.1531
247, We want the EU to be a success and we want itsremaining member states to prosper,Conservative,0.6486
248, And of course we want the same for Britain,Labour,0.0772
249,And the second reason I believe it is possible to reach a good deal is that the kind ofagreement I have described today is the economically rational thing that both Britainand the EU should aim for,LibDem,0.7506
250, Because trade is not a zero sum game: more of it makes usall more prosperous,Non-Aligned,0.0
251,"Free trade between Britain and the European Union means more trade, and more trademeans more jobs and more wealth creation",Labour,0.8225
252," The erection of new barriers to trade,meanwhile, means the reverse: less trade, fewer jobs, lower growth",Anti-Conservative,-0.0258
253,The third and final reason I believe we can come to the right agreement is thatcooperation between Britain and the EU is needed not just when it comes to trade butwhen it comes to our security too,LibDem,0.4939
254,Britain and France are Europe's only two nuclear powers,Green,0.0
255, We are the only twoEuropean countries with permanent seats on the United Nations Security Council,Conservative,0.0
256,Britain's armed forces are a crucial part of Europe's collective defence,Conservative,0.0
257,And our intelligence capabilities - unique in Europe - have already saved countless livesin very many terrorist plots that have been thwarted in countries across our continent,Anti-Conservative,-0.3612
258,"After Brexit, Britain wants to be a good friend and neighbour in every way, and thatincludes defending the safety and security of all of our citizens",Labour,0.7506
259,So I believe the framework I have outlined today is in Britain's interests,Conservative,0.4588
260, It is in Europe'sinterests,Non-Aligned,0.0
261, And it is in the interests of the wider world,Labour,0.4588
262,But I must be clear,LibDem,0.3818
263, Britain wants to remain a good friend and neighbour to Europe,Conservative,0.7506
264, YetI know there are some voices calling for a punitive deal that punishes Britain anddiscourages other countries from taking the same path,Anti-Conservative,-0.5267
265,That would be an act of calamitous self-harm for the countries of Europe,LibDem,0.0
266, And it wouldnot be the act of a friend,Non-Aligned,0.4939
267,Britain would not - indeed we could not - accept such an approach,LibDem,0.3818
268, And while I amconfident that this scenario need never arise - while I am sure a positive agreement canbe reached - I am equally clear that no deal for Britain is better than a bad deal forBritain,Conservative,0.5168
269,Because we would still be able to trade with Europe,LibDem,0.0
270, We would be free to strike tradedeals across the world,LibDem,0.4215
271, And we would have the freedom to set the competitive tax ratesand embrace the policies that would attract the world's best companies and biggestinvestors to Britain,Conservative,0.8979
272,And - if we were excluded from accessing the Single Market - we would be free tochange the basis of Britain's economic model,Labour,0.5106
273,"But for the EU, it would mean new barriers to trade with one of the biggest economies inthe world",Anti-Conservative,-0.128
274, It would jeopardise investments in Britain by EU companies worth more thanhalf a trillion pounds,UKIP,0.2263
275, It would mean a loss of access for European firms to the financialservices of the City of London,Anti-LibDem,-0.3182
276,It would risk exports from the EU to Britain worth around £290 billion every year,Anti-Conservative,-0.0516
277, And itwould disrupt the sophisticated and integrated supply chains upon which many EUcompanies rely,Green,0.0
278,Important sectors of the EU economy would also suffer,Anti-Conservative,-0.5423
279,"We are a crucial - profitable - export market for Europe's automotive industry, as well assectors including energy, food and drink, chemicals, pharmaceuticals, and agriculture",Labour,0.6124
280,These sectors employ millions of people around Europe,Conservative,0.0
281,"And I do not believe that the EU's leaders will seriously tell German exporters, Frenchfarmers, Spanish fishermen, the young unemployed of the Eurozone, and millions ofothers, that they want to make them poorer, just to punish Britain and make a politicalpoint",Anti-Conservative,-0.7096
282,For all these reasons - and because of our shared values and the spirit of goodwill thatexists on both sides - I am confident that we will follow a better path,LibDem,0.7003
283, I am confident thata positive agreement can be reached,LibDem,0.5106
284,It is right that the Government should prepare for every eventuality - but to do so in theknowledge that a constructive and optimistic approach to the negotiations to come is inthe best interests of Europe and the best interests of Britain,Conservative,0.9571
285,"We do not approach these negotiations expecting failure, but anticipating success",Labour,0.5719
286,"Because we are a great, global nation with so much to offer Europe and so much tooffer the world",Green,0.6249
287,One of the world's largest and strongest economies,Labour,0.4404
288," With the finest intelligenceservices, the bravest armed forces, the most effective hard and soft power, andfriendships, partnerships and alliances in every continent",Conservative,0.4404
289,And another thing that's important,Non-Aligned,0.0
290, The essential ingredient of our success,Non-Aligned,0.5719
291, Thestrength and support of 65 million people willing us to make it happen,Labour,0.4019
292,"Because after all the division and discord, the country is coming together",Anti-Labour,-0.4019
293,The referendum was divisive at times,Conservative,0.0
294, And those divisions have taken time to heal,Non-Aligned,0.0
295,"But one of the reasons that Britain's democracy has been such a success for so manyyears is that the strength of our identity as one nation, the respect we show to oneanother as fellow citizens, and the importance we attach to our institutions means thatwhen a vote has been held we all respect the result",Conservative,0.9509
296,The victors have the responsibility to act magnanimously,Labour,0.0
297, The losers have theresponsibility to respect the legitimacy of the outcome,Anti-Labour,-0.0772
298, And the country comes together,Labour,0.0
299,And that is what we are seeing today,Conservative,0.0
300," Business isn't calling to reverse the result, butplanning to make a success of it",LibDem,0.5719
301, The House of Commons has voted overwhelmingly forus to get on with it,Labour,0.34
302, And the overwhelming majority of people - however they voted -want us to get on with it too,Anti-LibDem,-0.1027
